frame_index,timestamp_s,camera_center_x_px,path_center_x_px,lateral_error,heading_error,angular_z_rad_s,linear_x_m_s,confidence,instruction,left_boundary_detected,right_boundary_detected
3030,50.550,640.00,584.19,-0.085210,-0.001999,0.064431,0.232502,1.000000,TURN LEFT,1,1
3036,50.651,640.00,585.96,-0.084992,0.000551,0.064185,0.232788,1.000000,TURN LEFT,1,1
3042,50.751,640.00,595.40,-0.088102,0.018408,0.062910,0.233849,1.000000,TURN LEFT,1,1
3048,50.851,640.00,593.91,-0.100842,0.028829,0.063647,0.232249,1.000000,TURN LEFT,1,1
3054,50.951,640.00,587.58,-0.092585,0.010685,0.064222,0.232207,1.000000,TURN LEFT,1,1
3060,51.051,640.00,586.72,-0.110140,0.026891,0.066734,0.230177,1.000000,TURN LEFT,1,1
3066,51.151,640.00,589.58,-0.099853,0.021079,0.066952,0.231715,1.000000,TURN LEFT,1,1
3072,51.251,640.00,593.75,-0.105284,0.033020,0.067079,0.231744,1.000000,TURN LEFT,1,1
3078,51.351,640.00,596.09,-0.114822,0.046218,0.067880,0.231058,1.000000,TURN LEFT,1,1
3084,51.451,640.00,591.28,-0.084376,0.008244,0.065785,0.233643,1.000000,TURN LEFT,1,1
3090,51.552,640.00,593.71,-0.098813,0.026480,0.065521,0.232439,1.000000,TURN LEFT,1,1
3096,51.652,640.00,593.13,-0.094230,0.021003,0.064905,0.232850,1.000000,TURN LEFT,1,1
3102,51.752,640.00,590.74,-0.092870,0.015894,0.064677,0.232642,1.000000,TURN LEFT,1,1
3108,51.852,640.00,589.91,-0.090655,0.012394,0.064390,0.232761,1.000000,TURN LEFT,1,1
3114,51.952,640.00,591.58,-0.100706,0.025047,0.065054,0.231918,1.000000,TURN LEFT,1,1
3120,52.052,640.00,593.30,-0.103830,0.030865,0.065619,0.231835,1.000000,TURN LEFT,1,1
3126,52.152,640.00,587.90,-0.084649,0.003242,0.064704,0.233113,1.000000,TURN LEFT,1,1
3132,52.252,640.00,591.88,-0.094265,0.019075,0.064513,0.232661,1.000000,TURN LEFT,1,1
3138,52.352,640.00,594.16,-0.106868,0.035237,0.065439,0.231633,1.000000,TURN LEFT,1,1
3144,52.452,640.00,590.13,-0.097935,0.020005,0.065722,0.232003,1.000000,TURN LEFT,1,1
3150,52.553,640.00,583.91,-0.085901,-0.001732,0.065528,0.232387,1.000000,TURN LEFT,1,1
3156,52.653,640.00,590.28,-0.087045,0.009354,0.064543,0.233206,1.000000,TURN LEFT,1,1
3162,52.753,640.00,596.02,-0.100801,0.032088,0.064495,0.232567,1.000000,TURN LEFT,1,1
3168,52.853,640.00,596.83,-0.090697,0.023244,0.063204,0.233781,1.000000,TURN LEFT,1,1
3174,52.953,640.00,594.03,-0.083090,0.011266,0.061852,0.234190,1.000000,TURN LEFT,1,1
3180,53.053,640.00,593.33,-0.086968,0.014049,0.061420,0.233666,1.000000,TURN LEFT,1,1
3186,53.153,640.00,595.45,-0.083555,0.013948,0.060402,0.234350,1.000000,TURN LEFT,1,1
3192,53.253,640.00,600.40,-0.081932,0.020057,0.058730,0.235259,1.000000,TURN LEFT,1,1
3198,53.353,640.00,597.12,-0.078446,0.011450,0.057637,0.235151,1.000000,TURN LEFT,1,1
3204,53.453,640.00,595.62,-0.104037,0.034699,0.059946,0.232157,1.000000,TURN LEFT,1,1
3210,53.553,640.00,597.68,-0.103669,0.037547,0.061252,0.232501,1.000000,TURN LEFT,1,1
3216,53.654,640.00,596.09,-0.102980,0.034368,0.062359,0.232340,1.000000,TURN LEFT,1,1
3222,53.754,640.00,600.75,-0.114770,0.053445,0.063763,0.231753,1.000000,TURN LEFT,1,1
3228,53.854,640.00,601.20,-0.115347,0.054715,0.064770,0.231757,1.000000,TURN LEFT,1,1
3234,53.954,640.00,600.94,-0.110233,0.049198,0.064962,0.232273,1.000000,TURN LEFT,1,1
3240,54.054,640.00,601.47,-0.092400,0.032198,0.063021,0.234283,1.000000,TURN LEFT,1,1
3246,54.154,640.00,594.86,-0.062238,-0.008291,0.059258,0.236572,1.000000,GO STRAIGHT,1,1
3252,54.254,640.00,598.45,-0.070459,0.005536,0.056920,0.236213,1.000000,TURN LEFT,1,1
3258,54.354,640.00,595.36,-0.069477,-0.000266,0.055598,0.235862,1.000000,TURN LEFT,1,1
3264,54.454,640.00,603.38,-0.075106,0.017891,0.054050,0.236440,1.000000,TURN LEFT,1,1
3270,54.555,640.00,602.16,-0.079216,0.020086,0.053583,0.235813,1.000000,TURN LEFT,1,1
3276,54.655,640.00,594.84,-0.062606,-0.007949,0.052506,0.236530,1.000000,GO STRAIGHT,1,1
3282,54.755,640.00,605.47,-0.069454,0.015494,0.050871,0.237361,1.000000,GO STRAIGHT,1,1
3288,54.855,640.00,609.01,-0.059513,0.011098,0.048037,0.238963,1.000000,GO STRAIGHT,1,1
3294,54.955,640.00,608.02,-0.049926,-0.000035,0.045075,0.239855,1.000000,GO STRAIGHT,1,1
3300,55.055,640.00,607.90,-0.053974,0.003816,0.043414,0.239398,1.000000,GO STRAIGHT,1,1
3306,55.155,640.00,610.74,-0.078123,0.032411,0.044488,0.237204,0.989108,GO STRAIGHT,1,1
3312,55.255,640.00,614.71,-0.091179,0.051660,0.046116,0.236376,1.000000,TURN LEFT,1,1
3318,55.355,640.00,615.43,-0.111969,0.073576,0.049507,0.234231,0.998833,TURN LEFT,1,1
3324,55.455,640.00,614.23,-0.097614,0.057356,0.050523,0.235609,1.000000,TURN LEFT,1,1
3330,55.556,640.00,612.14,-0.101927,0.058394,0.052059,0.234831,1.000000,TURN LEFT,1,1
3336,55.656,640.00,609.50,-0.088675,0.041025,0.052084,0.235877,1.000000,TURN LEFT,1,1
3342,55.756,640.00,606.31,-0.083524,0.030880,0.052014,0.235961,1.000000,TURN LEFT,1,1
3348,55.856,640.00,612.00,-0.091363,0.047613,0.051970,0.235955,1.000000,TURN LEFT,1,1
3354,55.956,640.00,611.17,-0.063593,0.018552,0.048955,0.238841,1.000000,GO STRAIGHT,1,1
3360,56.056,640.00,608.37,-0.076937,0.027512,0.048708,0.236980,1.000000,GO STRAIGHT,1,1
3366,56.156,640.00,610.64,-0.085667,0.039793,0.049160,0.236371,1.000000,TURN LEFT,1,1
3372,56.256,640.00,610.94,-0.101964,0.056556,0.051265,0.234650,1.000000,TURN LEFT,1,1
3378,56.356,640.00,612.64,-0.093346,0.050602,0.051555,0.235836,1.000000,TURN LEFT,1,1
3384,56.456,640.00,615.53,-0.071304,0.033068,0.048852,0.238651,1.000000,GO STRAIGHT,1,1
3390,56.556,640.00,614.90,-0.043039,0.003828,0.035174,0.250000,1.000000,GO STRAIGHT,1,1
3396,56.657,640.00,618.84,-0.058493,0.025438,0.025325,0.250000,1.000000,GO STRAIGHT,1,1
3402,56.757,640.00,616.41,-0.060681,0.023827,0.028642,0.239933,1.000000,GO STRAIGHT,1,1
3408,56.857,640.00,618.81,-0.051716,0.018610,0.020622,0.250000,1.000000,GO STRAIGHT,1,1
3414,56.957,640.00,620.65,-0.045907,0.015671,0.014848,0.250000,1.000000,GO STRAIGHT,1,1
3420,57.057,640.00,619.77,-0.047473,0.015870,0.010691,0.250000,1.000000,GO STRAIGHT,1,1
3426,57.157,640.00,619.47,-0.051519,0.019442,0.007697,0.250000,1.000000,GO STRAIGHT,1,1
3432,57.257,640.00,616.72,-0.036858,0.000485,0.005542,0.250000,1.000000,GO STRAIGHT,1,1
3438,57.357,640.00,616.43,-0.039460,0.002633,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
3444,57.457,640.00,614.70,-0.029352,-0.010173,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
3450,57.558,640.00,610.81,-0.021114,-0.024488,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
3456,57.658,640.00,606.20,-0.012771,-0.040037,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
3462,57.758,640.00,606.37,-0.015452,-0.037098,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
3468,57.858,640.00,600.11,-0.011951,-0.050381,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
3474,57.958,640.00,596.50,-0.020225,-0.047748,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
3480,58.058,640.00,592.24,-0.012338,-0.062293,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
3486,58.158,640.00,592.90,-0.019729,-0.053869,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
3492,58.258,640.00,596.71,-0.025367,-0.042269,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
3498,58.358,640.00,599.32,-0.030517,-0.033048,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
3504,58.458,640.00,600.48,-0.045679,-0.016070,0.011167,0.239198,1.000000,GO STRAIGHT,1,1
3510,58.559,640.00,601.16,-0.048501,-0.012192,0.019421,0.238992,1.000000,GO STRAIGHT,1,1
3516,58.659,640.00,603.96,-0.072163,0.015844,0.027585,0.236844,1.000000,GO STRAIGHT,1,1
3522,58.759,640.00,599.80,-0.063245,0.000430,0.033100,0.237194,1.000000,GO STRAIGHT,1,1
3528,58.859,640.00,594.82,-0.053465,-0.017135,0.036739,0.237516,1.000000,GO STRAIGHT,1,1
3534,58.959,640.00,592.71,-0.042882,-0.031012,0.038497,0.238350,1.000000,GO STRAIGHT,1,1
3540,59.059,640.00,591.42,-0.047028,-0.028879,0.040424,0.237710,1.000000,GO STRAIGHT,1,1
3546,59.159,640.00,587.00,-0.043770,-0.039041,0.042123,0.237408,1.000000,GO STRAIGHT,1,1
3552,59.259,640.00,583.23,-0.037047,-0.051662,0.043171,0.237578,1.000000,GO STRAIGHT,1,1
3558,59.359,640.00,582.87,-0.051322,-0.037951,0.045580,0.235978,1.000000,TURN LEFT,1,1
3564,59.459,640.00,582.23,-0.050046,-0.040214,0.047268,0.236022,1.000000,TURN LEFT,1,1
3570,59.559,640.00,586.28,-0.045882,-0.038051,0.047397,0.237073,1.000000,GO STRAIGHT,1,1
3576,59.660,640.00,584.48,-0.046052,-0.040690,0.047785,0.236789,1.000000,GO STRAIGHT,1,1
3582,59.760,640.00,583.51,-0.050187,-0.038085,0.048677,0.236196,1.000000,TURN LEFT,1,1
3588,59.860,640.00,581.59,-0.048315,-0.042955,0.049403,0.236114,1.000000,TURN LEFT,1,1
3594,59.960,640.00,584.48,-0.052564,-0.034183,0.049959,0.236083,1.000000,TURN LEFT,1,1
3600,60.060,640.00,582.97,-0.058613,-0.030502,0.051268,0.235203,1.000000,TURN LEFT,1,1
3606,60.160,640.00,581.66,-0.058320,-0.032833,0.052378,0.235041,1.000000,TURN LEFT,1,1
3612,60.260,640.00,578.73,-0.092552,-0.003190,0.057460,0.230898,1.000000,TURN LEFT,1,1
3618,60.360,640.00,581.08,-0.106081,0.014014,0.062275,0.229781,1.000000,TURN LEFT,1,1
3624,60.460,640.00,578.70,-0.132296,0.036520,0.069041,0.226589,1.000000,TURN LEFT,1,1
3630,60.560,640.00,582.49,-0.125778,0.035926,0.072602,0.227857,1.000000,TURN LEFT,1,1
3636,60.661,640.00,578.14,-0.115306,0.018650,0.074660,0.228346,1.000000,TURN LEFT,1,1
3642,60.761,640.00,576.90,-0.144353,0.045756,0.079586,0.225015,1.000000,TURN LEFT,1,1
3648,60.861,640.00,573.35,-0.136147,0.032012,0.082755,0.225380,1.000000,TURN LEFT,1,1
3654,60.961,640.00,568.91,-0.110922,-0.000148,0.082892,0.227455,1.000000,TURN LEFT,1,1
3660,61.061,640.00,571.31,-0.119693,0.012360,0.083607,0.226859,1.000000,TURN LEFT,1,1
3666,61.161,640.00,567.40,-0.105662,-0.007772,0.083148,0.227801,1.000000,TURN LEFT,1,1
3672,61.261,640.00,570.35,-0.111730,0.002895,0.083046,0.227579,1.000000,TURN LEFT,1,1
3678,61.361,640.00,564.37,-0.086857,-0.031322,0.081102,0.229388,1.000000,TURN LEFT,1,1
3684,61.461,640.00,561.58,-0.074055,-0.048481,0.078696,0.230362,1.000000,TURN LEFT,1,1
3690,61.562,640.00,556.43,-0.066677,-0.063902,0.076926,0.230399,1.000000,TURN LEFT,1,1
3696,61.662,640.00,552.95,-0.053401,-0.082620,0.074698,0.231321,1.000000,TURN LEFT,1,1
3702,61.762,640.00,556.81,-0.059121,-0.070866,0.073143,0.231273,1.000000,TURN LEFT,1,1
3708,61.862,640.00,553.01,-0.053414,-0.082509,0.071966,0.231329,1.000000,TURN LEFT,1,1
3714,61.962,640.00,553.03,-0.049499,-0.086386,0.070676,0.231757,1.000000,TURN LEFT,1,1
3720,62.062,640.00,551.15,-0.046093,-0.092737,0.069654,0.231847,1.000000,TURN LEFT,1,1
3726,62.162,640.00,553.41,-0.042406,-0.092897,0.068160,0.232580,1.000000,TURN LEFT,1,1
3732,62.262,640.00,554.28,-0.034705,-0.099239,0.066089,0.233544,1.000000,TURN LEFT,1,1
3738,62.362,640.00,556.40,-0.035860,-0.094768,0.064402,0.233733,1.000000,TURN LEFT,1,1
3744,62.462,640.00,554.06,-0.025772,-0.108510,0.062415,0.234479,1.000000,TURN LEFT,1,1
3750,62.562,640.00,552.58,-0.025087,-0.111508,0.061135,0.234334,1.000000,TURN LEFT,1,1
3756,62.663,640.00,555.16,-0.036286,-0.096270,0.061072,0.233504,1.000000,TURN LEFT,1,1
3762,62.763,640.00,554.83,-0.042070,-0.091004,0.061725,0.232828,1.000000,TURN LEFT,1,1
3768,62.863,640.00,559.85,-0.048996,-0.076232,0.062202,0.232822,1.000000,TURN LEFT,1,1
3774,62.963,640.00,563.90,-0.061330,-0.057571,0.063307,0.232085,1.000000,TURN LEFT,1,1
3780,63.063,640.00,561.33,-0.045551,-0.077374,0.062729,0.233413,1.000000,TURN LEFT,1,1
3786,63.163,640.00,561.93,-0.043063,-0.078921,0.061942,0.233772,1.000000,TURN LEFT,1,1
3792,63.263,640.00,561.46,-0.041852,-0.080865,0.061312,0.233834,1.000000,TURN LEFT,1,1
3798,63.363,640.00,564.35,-0.046468,-0.071730,0.060933,0.233762,1.000000,TURN LEFT,1,1
3804,63.463,640.00,557.68,-0.047006,-0.081625,0.061742,0.232715,1.000000,TURN LEFT,1,1
3810,63.563,640.00,564.52,-0.055870,-0.062070,0.062270,0.232768,1.000000,TURN LEFT,1,1
3816,63.664,640.00,557.28,-0.053222,-0.076023,0.063461,0.231983,1.000000,TURN LEFT,1,1
3822,63.764,640.00,563.36,-0.063060,-0.056697,0.064491,0.231817,1.000000,TURN LEFT,1,1
3828,63.864,640.00,562.81,-0.058373,-0.062241,0.064791,0.232243,1.000000,TURN LEFT,1,1
3834,63.964,640.00,571.04,-0.078675,-0.029073,0.066021,0.231263,1.000000,TURN LEFT,1,1
3840,64.064,640.00,576.78,-0.086021,-0.012759,0.066850,0.231318,1.000000,TURN LEFT,1,1
3846,64.164,640.00,576.92,-0.077720,-0.020849,0.066496,0.232237,1.000000,TURN LEFT,1,1
3852,64.264,640.00,571.28,-0.065281,-0.042101,0.065712,0.232749,1.000000,TURN LEFT,1,1
3858,64.364,640.00,568.54,-0.064263,-0.047393,0.065453,0.232454,1.000000,TURN LEFT,1,1
3864,64.464,640.00,562.17,-0.060026,-0.061589,0.065767,0.231969,1.000000,TURN LEFT,1,1
3870,64.564,640.00,559.47,-0.060653,-0.065178,0.066477,0.231502,1.000000,TURN LEFT,1,1
3876,64.665,640.00,559.94,-0.063317,-0.061770,0.067213,0.231283,1.000000,TURN LEFT,1,1
3882,64.765,640.00,556.63,-0.061542,-0.068726,0.068053,0.230985,1.000000,TURN LEFT,1,1
3888,64.865,640.00,552.96,-0.060504,-0.075500,0.069103,0.230553,1.000000,TURN LEFT,1,1
3894,64.965,640.00,555.23,-0.066159,-0.066293,0.070144,0.230277,1.000000,TURN LEFT,1,1
3900,65.065,640.00,561.25,-0.073913,-0.049129,0.070840,0.230329,1.000000,TURN LEFT,1,1
3906,65.165,640.00,562.56,-0.074606,-0.046388,0.071218,0.230448,1.000000,TURN LEFT,1,1
3912,65.265,640.00,560.54,-0.079291,-0.044859,0.072324,0.229642,1.000000,TURN LEFT,1,1
3918,65.365,640.00,555.88,-0.074284,-0.057155,0.073275,0.229493,1.000000,TURN LEFT,1,1
3924,65.465,640.00,551.10,-0.061843,-0.077056,0.073296,0.230134,1.000000,TURN LEFT,1,1
3930,65.566,640.00,546.89,-0.061313,-0.084168,0.073898,0.229567,1.000000,TURN LEFT,1,1
3936,65.666,640.00,544.03,-0.062286,-0.087673,0.074878,0.229038,1.000000,TURN LEFT,1,1
3942,65.766,640.00,543.02,-0.065926,-0.085612,0.076147,0.228494,1.000000,TURN LEFT,1,1
3948,65.866,640.00,543.11,-0.076302,-0.075090,0.078208,0.227383,1.000000,TURN LEFT,1,1
3954,65.966,640.00,539.91,-0.076411,-0.079973,0.080193,0.226898,1.000000,TURN LEFT,1,1
3960,66.066,640.00,537.75,-0.074849,-0.084915,0.081779,0.226747,1.000000,TURN LEFT,1,1
3966,66.166,640.00,533.88,-0.076437,-0.089383,0.083692,0.226001,0.990675,TURN LEFT,1,1
3972,66.266,640.00,534.90,-0.084456,-0.079768,0.085812,0.225284,0.993799,TURN LEFT,1,1
3978,66.366,640.00,534.80,-0.081378,-0.082998,0.087008,0.225602,1.000000,TURN LEFT,1,1
3984,66.466,640.00,539.39,-0.088806,-0.068396,0.087998,0.225478,1.000000,TURN LEFT,1,1
3990,66.567,640.00,544.95,-0.105500,-0.043017,0.089729,0.224493,1.000000,TURN LEFT,1,1
3996,66.667,640.00,541.63,-0.091028,-0.062679,0.089863,0.225568,1.000000,TURN LEFT,1,1
4002,66.767,640.00,542.49,-0.081680,-0.070681,0.088781,0.226709,1.000000,TURN LEFT,1,1
4008,66.867,640.00,548.20,-0.078298,-0.065139,0.086748,0.227921,1.000000,TURN LEFT,1,1
4014,66.967,640.00,548.03,-0.072606,-0.071104,0.084674,0.228512,1.000000,TURN LEFT,1,1
4020,67.067,640.00,551.02,-0.073862,-0.065175,0.082864,0.228819,1.000000,TURN LEFT,1,1
4026,67.167,640.00,552.82,-0.069954,-0.066265,0.080846,0.229509,1.000000,TURN LEFT,1,1
4032,67.267,640.00,557.24,-0.073306,-0.056013,0.079093,0.229800,1.000000,TURN LEFT,1,1
4038,67.367,640.00,556.96,-0.060238,-0.069510,0.076409,0.231175,1.000000,TURN LEFT,1,1
4044,67.467,640.00,556.38,-0.058064,-0.072597,0.074322,0.231324,1.000000,TURN LEFT,1,1
4050,67.567,640.00,556.67,-0.046350,-0.083860,0.071464,0.232636,1.000000,TURN LEFT,1,1
4056,67.668,640.00,556.89,-0.051877,-0.077983,0.069990,0.232070,1.000000,TURN LEFT,1,1
4062,67.768,640.00,559.69,-0.058197,-0.067295,0.069209,0.231800,1.000000,TURN LEFT,1,1
4068,67.868,640.00,558.39,-0.056096,-0.071423,0.068610,0.231835,1.000000,TURN LEFT,1,1
4074,67.968,640.00,559.35,-0.050128,-0.075895,0.067364,0.232624,1.000000,TURN LEFT,1,1
4080,68.068,640.00,557.46,-0.043292,-0.085675,0.065990,0.233085,1.000000,TURN LEFT,1,1
4086,68.168,640.00,555.76,-0.038356,-0.093269,0.064708,0.233368,1.000000,TURN LEFT,1,1
4092,68.268,640.00,565.34,-0.049527,-0.067130,0.063569,0.233576,1.000000,TURN LEFT,1,1
4098,68.368,640.00,562.99,-0.038673,-0.081658,0.061893,0.234404,1.000000,TURN LEFT,1,1
4104,68.468,640.00,563.41,-0.038126,-0.081542,0.060561,0.234526,1.000000,TURN LEFT,1,1
4110,68.569,640.00,569.37,-0.055987,-0.054373,0.060689,0.233474,1.000000,TURN LEFT,1,1
4116,68.669,640.00,576.77,-0.094706,-0.004097,0.063986,0.230375,1.000000,TURN LEFT,1,1
4122,68.769,640.00,574.66,-0.058394,-0.043706,0.062616,0.233996,1.000000,TURN LEFT,1,1
4128,68.869,640.00,571.12,-0.039906,-0.067726,0.060101,0.235474,0.987220,TURN LEFT,1,1
4134,68.969,640.00,578.03,-0.083975,-0.012849,0.062167,0.231725,1.000000,TURN LEFT,1,1
4140,69.069,640.00,576.07,-0.057914,-0.041971,0.061035,0.234258,1.000000,TURN LEFT,1,1
4146,69.169,640.00,572.83,-0.041220,-0.063740,0.058848,0.235585,0.998218,TURN LEFT,1,1
4152,69.269,640.00,572.71,-0.030934,-0.074214,0.056140,0.236682,0.980818,GO STRAIGHT,1,1
4158,69.369,640.00,578.34,-0.077244,-0.019103,0.058514,0.232499,1.000000,TURN LEFT,1,1
4164,69.469,640.00,578.59,-0.126555,0.030597,0.065708,0.227194,1.000000,TURN LEFT,1,1
4170,69.570,640.00,583.59,-0.143966,0.055830,0.072071,0.226049,1.000000,TURN LEFT,1,1
4176,69.670,640.00,585.45,-0.159477,0.074241,0.078106,0.224644,1.000000,TURN LEFT,1,1
4182,69.770,640.00,581.94,-0.112669,0.021953,0.077745,0.229195,0.992618,TURN LEFT,1,1
4188,69.870,640.00,584.56,-0.126765,0.040143,0.078663,0.228056,1.000000,TURN LEFT,1,1
4194,69.970,640.00,578.47,-0.078322,-0.017825,0.074832,0.232401,1.000000,TURN LEFT,1,1
4200,70.070,640.00,571.25,-0.050100,-0.057316,0.070017,0.234390,1.000000,TURN LEFT,1,1
4206,70.170,640.00,576.34,-0.052959,-0.046511,0.066092,0.234834,1.000000,TURN LEFT,1,1
4212,70.270,640.00,578.61,-0.042941,-0.052975,0.061795,0.236256,1.000000,TURN LEFT,1,1
4218,70.370,640.00,581.31,-0.045196,-0.046503,0.058541,0.236411,1.000000,TURN LEFT,1,1
4224,70.470,640.00,583.68,-0.052894,-0.035100,0.056697,0.235929,1.000000,TURN LEFT,1,1
4230,70.570,640.00,582.99,-0.045682,-0.043402,0.054668,0.236607,1.000000,GO STRAIGHT,1,1
4236,70.671,640.00,586.13,-0.038274,-0.045890,0.051896,0.237876,1.000000,GO STRAIGHT,1,1
4242,70.771,640.00,589.48,-0.063621,-0.015324,0.052227,0.235624,1.000000,TURN LEFT,1,1
4248,70.871,640.00,589.50,-0.084143,0.005237,0.054760,0.233405,1.000000,TURN LEFT,1,1
4254,70.971,640.00,589.32,-0.093404,0.014216,0.057649,0.232375,1.000000,TURN LEFT,1,1
4260,71.071,640.00,586.35,-0.082001,-0.001823,0.058906,0.233171,1.000000,TURN LEFT,1,1
4266,71.171,640.00,584.74,-0.069272,-0.017072,0.058633,0.234311,1.000000,TURN LEFT,1,1
4272,71.271,640.00,582.13,-0.090533,0.000118,0.061216,0.231622,1.000000,TURN LEFT,1,1
4278,71.371,640.00,581.69,-0.087663,-0.003449,0.062823,0.231866,1.000000,TURN LEFT,1,1
4284,71.471,640.00,582.59,-0.089542,-0.000166,0.064053,0.231796,1.000000,TURN LEFT,1,1
4290,71.572,640.00,579.91,-0.091154,-0.002741,0.065529,0.231225,1.000000,TURN LEFT,1,1
4296,71.672,640.00,582.41,-0.084353,-0.005629,0.065446,0.232332,1.000000,TURN LEFT,1,1
4302,71.772,640.00,582.08,-0.092895,0.002397,0.066395,0.231358,1.000000,TURN LEFT,1,1
4308,71.872,640.00,586.03,-0.087272,0.002947,0.065842,0.232552,1.000000,TURN LEFT,1,1
4314,71.972,640.00,581.88,-0.074696,-0.016117,0.064672,0.233300,1.000000,TURN LEFT,1,1
4320,72.072,640.00,585.98,-0.084271,-0.000142,0.064275,0.232869,1.000000,TURN LEFT,1,1
4326,72.172,640.00,584.82,-0.087144,0.000929,0.064487,0.232387,1.000000,TURN LEFT,1,1
4332,72.272,640.00,581.45,-0.081920,-0.009570,0.064572,0.232453,1.000000,TURN LEFT,1,1
4338,72.372,640.00,583.20,-0.090781,0.002031,0.065357,0.231753,1.000000,TURN LEFT,1,1
4344,72.472,640.00,580.18,-0.089665,-0.003809,0.066260,0.231426,1.000000,TURN LEFT,1,1
4350,72.573,640.00,572.29,-0.090937,-0.014853,0.068259,0.230120,1.000000,TURN LEFT,1,1
4356,72.673,640.00,571.33,-0.073852,-0.033452,0.067934,0.231828,1.000000,TURN LEFT,1,1
4362,72.773,640.00,566.24,-0.057062,-0.058183,0.066598,0.232894,1.000000,TURN LEFT,1,1
4368,72.873,640.00,568.84,-0.043113,-0.068080,0.063676,0.234789,1.000000,TURN LEFT,1,1
4374,72.973,640.00,570.14,-0.049887,-0.059272,0.062132,0.234248,1.000000,TURN LEFT,1,1
4380,73.073,640.00,570.20,-0.052453,-0.056605,0.061297,0.233980,1.000000,TURN LEFT,1,1
4386,73.173,640.00,573.52,-0.060171,-0.043697,0.061052,0.233636,1.000000,TURN LEFT,1,1
4392,73.273,640.00,572.85,-0.053644,-0.051271,0.060247,0.234244,1.000000,TURN LEFT,1,1
4398,73.373,640.00,575.31,-0.054894,-0.046179,0.059431,0.234472,1.000000,TURN LEFT,1,1
4404,73.473,640.00,578.36,-0.049489,-0.046823,0.057772,0.235509,1.000000,TURN LEFT,1,1
4410,73.573,640.00,575.59,-0.043677,-0.056971,0.056351,0.235728,1.000000,TURN LEFT,1,1
4416,73.674,640.00,576.99,-0.039010,-0.059438,0.054590,0.236442,1.000000,TURN LEFT,1,1
4422,73.774,640.00,572.88,-0.045082,-0.059797,0.054632,0.235174,1.000000,TURN LEFT,1,1
4428,73.874,640.00,571.78,-0.054870,-0.051716,0.055926,0.233952,1.000000,TURN LEFT,1,1
4434,73.974,640.00,570.84,-0.048202,-0.059863,0.056256,0.234534,1.000000,TURN LEFT,1,1
4440,74.074,640.00,572.96,-0.052521,-0.052231,0.056652,0.234381,1.000000,TURN LEFT,1,1
4446,74.174,640.00,572.77,-0.048657,-0.056386,0.056533,0.234772,1.000000,TURN LEFT,1,1
4452,74.274,640.00,575.82,-0.055137,-0.045139,0.056706,0.234522,1.000000,TURN LEFT,1,1
4458,74.374,640.00,578.61,-0.056022,-0.039900,0.056503,0.234838,1.000000,TURN LEFT,1,1
4464,74.474,640.00,584.87,-0.053100,-0.033037,0.055071,0.236082,1.000000,TURN LEFT,1,1
4470,74.575,640.00,584.74,-0.053300,-0.033042,0.054082,0.236041,1.000000,TURN LEFT,1,1
4476,74.675,640.00,585.99,-0.058794,-0.025590,0.053794,0.235632,1.000000,TURN LEFT,1,1
4482,74.775,640.00,587.83,-0.058190,-0.023333,0.053238,0.235968,1.000000,TURN LEFT,1,1
4488,74.875,640.00,590.92,-0.080246,0.003551,0.054835,0.234037,1.000000,TURN LEFT,1,1
4494,74.975,640.00,594.70,-0.095944,0.025170,0.057163,0.232897,1.000000,TURN LEFT,1,1
4500,75.075,640.00,597.27,-0.095911,0.029141,0.058443,0.233280,1.000000,TURN LEFT,1,1
4506,75.175,640.00,598.44,-0.104765,0.039827,0.060176,0.232495,1.000000,TURN LEFT,1,1
4512,75.275,640.00,601.06,-0.110503,0.049666,0.061665,0.232262,1.000000,TURN LEFT,1,1
4518,75.375,640.00,602.21,-0.112674,0.053634,0.062805,0.232197,1.000000,TURN LEFT,1,1
4524,75.475,640.00,602.18,-0.111541,0.052445,0.063503,0.232315,1.000000,TURN LEFT,1,1
4530,75.576,640.00,599.71,-0.102038,0.039083,0.063320,0.232978,1.000000,TURN LEFT,1,1
4536,75.676,640.00,601.37,-0.101538,0.041176,0.062878,0.233278,1.000000,TURN LEFT,1,1
4542,75.776,640.00,601.53,-0.089131,0.029020,0.061146,0.234646,1.000000,TURN LEFT,1,1
4548,75.876,640.00,603.70,-0.089466,0.032750,0.059604,0.234932,1.000000,TURN LEFT,1,1
4554,75.976,640.00,604.18,-0.093192,0.037222,0.058837,0.234599,1.000000,TURN LEFT,1,1
4560,76.076,640.00,601.52,-0.086302,0.026179,0.057921,0.234952,1.000000,TURN LEFT,1,1
4566,76.176,640.00,602.67,-0.089933,0.031603,0.057492,0.234728,1.000000,TURN LEFT,1,1
