frame_index,timestamp_s,camera_center_x_px,path_center_x_px,lateral_error,heading_error,angular_z_rad_s,linear_x_m_s,confidence,instruction,left_boundary_detected,right_boundary_detected
1512,25.225,640.00,594.72,0.015521,-0.086265,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1518,25.325,640.00,594.19,0.039612,-0.111192,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1524,25.425,640.00,592.74,0.053437,-0.127279,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1530,25.526,640.00,595.82,0.028588,-0.097616,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1536,25.626,640.00,591.76,0.036813,-0.112196,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1542,25.726,640.00,586.25,0.049730,-0.133710,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1548,25.826,640.00,586.18,0.002484,-0.086576,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1554,25.926,640.00,586.82,0.018432,-0.101530,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1560,26.026,640.00,583.95,0.029800,-0.117379,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1566,26.126,640.00,579.47,0.042968,-0.137541,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1572,26.226,640.00,585.80,0.040334,-0.125024,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1578,26.326,640.00,587.78,0.034347,-0.115940,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1584,26.426,640.00,583.52,0.044847,-0.133100,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1590,26.527,640.00,580.49,0.054658,-0.147643,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1596,26.627,640.00,581.76,0.054269,-0.145276,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1602,26.727,640.00,580.03,0.056934,-0.150644,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1608,26.827,640.00,579.97,0.054930,-0.148731,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1614,26.927,640.00,578.28,0.059459,-0.155892,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1620,27.027,640.00,578.43,0.055626,-0.151828,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1626,27.127,640.00,577.81,0.057065,-0.154234,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1632,27.227,640.00,576.39,0.057836,-0.157223,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1638,27.327,640.00,574.69,0.050608,-0.152661,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1644,27.427,640.00,575.55,0.043187,-0.143895,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1650,27.527,640.00,575.32,0.043816,-0.144885,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1656,27.628,640.00,577.92,0.047540,-0.144535,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1662,27.728,640.00,580.86,0.039599,-0.132002,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1668,27.828,640.00,586.03,0.002711,-0.087040,0.000000,0.250000,0.998633,GO STRAIGHT,1,1
1674,27.928,640.00,590.49,0.024525,-0.101879,0.000000,0.250000,0.995592,GO STRAIGHT,1,1
1680,28.028,640.00,591.15,-0.022177,-0.054155,0.009964,0.240362,0.988144,GO STRAIGHT,1,1
1686,28.128,640.00,591.17,-0.001760,-0.074544,0.007174,0.250000,0.983260,GO STRAIGHT,1,1
1692,28.228,640.00,591.93,0.019928,-0.095041,0.005166,0.250000,0.975780,GO STRAIGHT,1,1
1698,28.328,640.00,592.60,0.007878,-0.081944,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1704,28.428,640.00,592.92,0.021193,-0.094759,0.000000,0.250000,0.983185,GO STRAIGHT,1,1
1710,28.529,640.00,593.13,-0.019729,-0.053506,0.000000,0.250000,0.985448,GO STRAIGHT,1,1
1716,28.629,640.00,592.77,0.012033,-0.085824,0.000000,0.250000,0.994679,GO STRAIGHT,1,1
1722,28.729,640.00,592.57,0.012046,-0.086158,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1728,28.829,640.00,597.58,-0.048737,-0.017537,0.011954,0.238438,0.550000,GO STRAIGHT,1,0
1734,28.929,640.00,601.11,-0.087076,0.026317,0.024313,0.234807,0.550000,TURN LEFT,1,0
1740,29.029,640.00,598.74,-0.075002,0.010532,0.032224,0.235763,0.550000,TURN LEFT,1,0
1746,29.129,640.00,599.26,-0.084520,0.020862,0.038906,0.234810,0.550000,TURN LEFT,1,0
1752,29.229,640.00,601.43,-0.073213,0.012954,0.042118,0.236356,0.550000,TURN LEFT,1,0
1758,29.329,640.00,596.40,-0.019596,-0.048526,0.030325,0.250000,0.550000,GO STRAIGHT,1,0
1764,29.429,640.00,594.85,0.016220,-0.086771,0.021834,0.250000,0.550000,GO STRAIGHT,1,0
1770,29.530,640.00,591.32,0.032029,-0.108088,0.015720,0.250000,1.000000,GO STRAIGHT,1,1
1776,29.630,640.00,592.59,0.029742,-0.103815,0.011319,0.250000,0.550000,GO STRAIGHT,1,0
1782,29.730,640.00,589.86,-0.005266,-0.073073,0.008149,0.250000,1.000000,GO STRAIGHT,1,1
1788,29.830,640.00,589.98,-0.016308,-0.061844,0.005868,0.250000,1.000000,GO STRAIGHT,1,1
1794,29.930,640.00,593.13,-0.040074,-0.033161,0.015890,0.238717,1.000000,GO STRAIGHT,1,1
1800,30.030,640.00,591.04,-0.027776,-0.048718,0.022048,0.239740,1.000000,GO STRAIGHT,1,1
1806,30.130,640.00,591.44,-0.020599,-0.055275,0.015875,0.250000,1.000000,GO STRAIGHT,1,1
1812,30.230,640.00,590.81,-0.007950,-0.068913,0.011430,0.250000,1.000000,GO STRAIGHT,1,1
1818,30.330,640.00,591.32,-0.018046,-0.058010,0.008229,0.250000,1.000000,GO STRAIGHT,1,1
1824,30.430,640.00,590.58,-0.015271,-0.061954,0.005925,0.250000,1.000000,GO STRAIGHT,1,1
1830,30.530,640.00,591.75,-0.026246,-0.049144,0.014594,0.240010,1.000000,GO STRAIGHT,1,1
1836,30.631,640.00,594.82,-0.019931,-0.050657,0.010508,0.250000,1.000000,GO STRAIGHT,1,1
1842,30.731,640.00,595.08,-0.023471,-0.046722,0.007566,0.250000,1.000000,GO STRAIGHT,1,1
1848,30.831,640.00,593.39,-0.038416,-0.034411,0.016887,0.238935,1.000000,GO STRAIGHT,1,1
1854,30.931,640.00,596.54,-0.054447,-0.013461,0.024911,0.237665,1.000000,GO STRAIGHT,1,1
1860,31.031,640.00,597.81,-0.066247,0.000320,0.031817,0.236574,1.000000,GO STRAIGHT,1,1
1866,31.131,640.00,598.96,-0.055281,-0.008845,0.035384,0.237933,1.000000,GO STRAIGHT,1,1
1872,31.231,640.00,599.42,-0.020621,-0.042779,0.025476,0.250000,0.996423,GO STRAIGHT,1,1
1878,31.331,640.00,599.98,-0.043431,-0.019101,0.029335,0.239368,1.000000,GO STRAIGHT,1,1
1884,31.431,640.00,601.05,-0.019088,-0.041774,0.021121,0.250000,1.000000,GO STRAIGHT,1,1
1890,31.532,640.00,600.69,-0.007980,-0.053442,0.015207,0.250000,1.000000,GO STRAIGHT,1,1
1896,31.632,640.00,602.87,-0.012153,-0.045857,0.010949,0.250000,1.000000,GO STRAIGHT,1,1
1902,31.732,640.00,604.75,-0.008065,-0.047007,0.007884,0.250000,1.000000,GO STRAIGHT,1,1
1908,31.832,640.00,604.84,-0.000022,-0.054915,0.005676,0.250000,1.000000,GO STRAIGHT,1,1
1914,31.932,640.00,604.94,-0.014816,-0.039964,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1920,32.032,640.00,605.37,-0.003621,-0.050486,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1926,32.132,640.00,607.96,-0.005456,-0.044606,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1932,32.232,640.00,607.41,-0.012791,-0.038130,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1938,32.332,640.00,607.32,-0.008183,-0.042872,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1944,32.432,640.00,608.10,-0.022631,-0.027209,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1950,32.532,640.00,606.15,-0.043465,-0.009426,0.010051,0.240278,1.000000,GO STRAIGHT,1,1
1956,32.633,640.00,609.35,-0.034166,-0.013719,0.007237,0.250000,1.000000,GO STRAIGHT,1,1
1962,32.733,640.00,609.30,-0.022318,-0.025659,0.005211,0.250000,1.000000,GO STRAIGHT,1,1
1968,32.833,640.00,606.90,-0.039070,-0.012650,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1974,32.933,640.00,607.98,-0.042007,-0.008017,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1980,33.033,640.00,609.51,0.002438,-0.050078,0.000000,0.250000,0.995322,GO STRAIGHT,1,1
1986,33.133,640.00,612.66,0.026247,-0.068972,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1992,33.233,640.00,614.53,0.053899,-0.093692,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
1998,33.333,640.00,617.88,0.045776,-0.080338,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
2004,33.433,640.00,616.91,0.066675,-0.102758,0.000000,0.250000,0.983548,GO STRAIGHT,1,1
2010,33.534,640.00,618.04,0.067652,-0.101960,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
2016,33.634,640.00,618.05,0.077371,-0.111669,0.000000,0.250000,0.989866,GO STRAIGHT,1,1
2022,33.734,640.00,615.55,0.080162,-0.118369,0.000000,0.250000,0.977499,GO STRAIGHT,1,1
2028,33.834,640.00,618.08,0.068661,-0.102912,0.000000,0.250000,0.989356,GO STRAIGHT,1,1
2034,33.934,640.00,616.43,0.017696,-0.054523,0.000000,0.250000,0.970932,GO STRAIGHT,1,1
2040,34.034,640.00,617.12,0.045132,-0.080884,0.000000,0.250000,0.982626,GO STRAIGHT,1,1
2046,34.134,640.00,617.52,0.009278,-0.044411,0.000000,0.250000,0.968709,GO STRAIGHT,1,1
2052,34.234,640.00,617.53,-0.018183,-0.016922,0.000000,0.250000,0.980813,GO STRAIGHT,1,1
2058,34.334,640.00,619.92,-0.023265,-0.008109,0.000000,0.250000,0.984326,GO STRAIGHT,1,1
2064,34.434,640.00,624.32,-0.013265,-0.011241,0.000000,0.250000,0.971774,GO STRAIGHT,1,1
2070,34.535,640.00,626.71,-0.011856,-0.008915,0.000000,0.250000,0.977083,GO STRAIGHT,1,1
2076,34.635,640.00,624.63,-0.013218,-0.010802,0.000000,0.250000,0.989102,GO STRAIGHT,1,1
2082,34.735,640.00,626.27,-0.014777,-0.006670,0.000000,0.250000,0.976480,GO STRAIGHT,1,1
2088,34.835,640.00,630.20,-0.004961,-0.010358,0.000000,0.250000,0.970801,GO STRAIGHT,1,1
2094,34.935,640.00,632.24,0.000725,-0.012855,0.000000,0.250000,0.978688,GO STRAIGHT,1,1
2100,35.035,640.00,633.76,0.005385,-0.015142,0.000000,0.250000,0.961036,GO STRAIGHT,1,1
2106,35.135,640.00,635.32,0.013578,-0.020897,0.000000,0.250000,0.985270,GO STRAIGHT,1,1
2112,35.235,640.00,637.38,0.020701,-0.024800,0.000000,0.250000,0.985922,GO STRAIGHT,1,1
2118,35.335,640.00,639.18,0.026027,-0.027305,0.000000,0.250000,0.989591,GO STRAIGHT,1,1
2124,35.435,640.00,640.23,0.029908,-0.029551,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
2130,35.535,640.00,641.64,0.035531,-0.032975,0.000000,0.250000,0.973243,GO STRAIGHT,1,1
2136,35.636,640.00,643.15,0.043922,-0.039003,0.000000,0.250000,0.970471,GO STRAIGHT,1,1
2142,35.736,640.00,642.47,0.104668,-0.100812,-0.012101,0.238296,0.959762,GO STRAIGHT,1,1
2148,35.836,640.00,641.17,0.075200,-0.073366,-0.008712,0.250000,0.967498,GO STRAIGHT,1,1
2154,35.936,640.00,642.84,0.063958,-0.059520,-0.006273,0.250000,0.966939,GO STRAIGHT,1,1
2160,36.036,640.00,640.46,0.043481,-0.042763,0.000000,0.250000,0.978567,GO STRAIGHT,1,1
2166,36.136,640.00,638.44,0.089633,-0.092077,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
2172,36.236,640.00,639.69,0.123395,-0.123886,-0.013772,0.236679,0.954764,GO STRAIGHT,1,1
2178,36.336,640.00,637.29,0.147493,-0.151732,-0.026020,0.234423,0.969101,TURN RIGHT,1,1
2184,36.436,640.00,637.37,0.105120,-0.109235,-0.030104,0.239002,0.959127,GO STRAIGHT,1,1
2190,36.537,640.00,638.28,0.132750,-0.135439,-0.036280,0.235874,0.961458,TURN RIGHT,1,1
2196,36.637,640.00,640.81,0.156886,-0.155618,-0.043817,0.232884,0.953429,TURN RIGHT,1,1
2202,36.737,640.00,638.41,0.101190,-0.103672,-0.042638,0.239273,0.974781,GO STRAIGHT,1,1
2208,36.837,640.00,638.82,0.129578,-0.131427,-0.045031,0.236138,0.987940,TURN RIGHT,1,1
2214,36.937,640.00,638.87,0.148502,-0.150272,-0.048881,0.234080,0.985701,TURN RIGHT,1,1
2220,37.037,640.00,637.49,0.157276,-0.161201,-0.052425,0.233334,0.981354,TURN RIGHT,1,1
2226,37.137,640.00,638.72,0.171922,-0.173922,-0.056805,0.231565,0.994087,TURN RIGHT,1,1
2232,37.237,640.00,643.23,0.191789,-0.186742,-0.062874,0.228745,0.983767,TURN RIGHT,1,1
2238,37.337,640.00,640.66,0.190690,-0.189656,-0.066728,0.229244,0.996127,TURN RIGHT,1,1
2244,37.437,640.00,640.48,0.193492,-0.192735,-0.069790,0.228967,0.974576,TURN RIGHT,1,1
2250,37.538,640.00,640.17,0.196481,-0.196214,-0.072280,0.228689,0.997704,TURN RIGHT,1,1
2256,37.638,640.00,643.40,0.209157,-0.203849,-0.075988,0.226838,0.988565,TURN RIGHT,1,1
2262,37.738,640.00,643.49,0.209777,-0.204326,-0.078740,0.226757,1.000000,TURN RIGHT,1,1
2268,37.838,640.00,643.43,0.208763,-0.203407,-0.080599,0.226876,0.983245,TURN RIGHT,1,1
2274,37.938,640.00,644.92,0.213395,-0.205705,-0.082685,0.226153,0.985533,TURN RIGHT,1,1
2280,38.038,640.00,645.73,0.217394,-0.208441,-0.084759,0.225600,0.941756,TURN RIGHT,1,1
2286,38.138,640.00,648.15,0.228311,-0.215572,-0.087846,0.224059,0.970536,TURN RIGHT,1,1
2292,38.238,640.00,650.75,0.234200,-0.217397,-0.091126,0.223036,0.972979,TURN RIGHT,1,1
2298,38.338,640.00,650.31,0.236418,-0.220304,-0.093669,0.222861,0.985387,TURN RIGHT,1,1
2304,38.438,640.00,651.69,0.243418,-0.225155,-0.096494,0.221899,0.952449,TURN RIGHT,1,1
2310,38.538,640.00,653.36,0.186346,-0.165465,-0.092393,0.227833,0.949220,TURN RIGHT,1,1
2316,38.639,640.00,654.27,0.144841,-0.122542,-0.084930,0.232195,0.928318,TURN RIGHT,1,1
2322,38.739,640.00,654.99,0.119715,-0.096297,-0.076853,0.234811,0.949303,TURN RIGHT,1,1
2328,38.839,640.00,656.79,0.154623,-0.128396,-0.075222,0.230763,0.939186,TURN RIGHT,1,1
2334,38.939,640.00,655.59,0.121660,-0.097305,-0.070172,0.234512,0.934132,TURN RIGHT,1,1
2340,39.039,640.00,652.78,0.087529,-0.067555,-0.062285,0.238624,0.939514,GO STRAIGHT,1,1
2346,39.139,640.00,650.97,0.068029,-0.050892,-0.044845,0.250000,0.921858,GO STRAIGHT,1,1
2352,39.239,640.00,648.27,0.049546,-0.036627,-0.032289,0.250000,0.925730,GO STRAIGHT,1,1
2358,39.339,640.00,646.24,0.038568,-0.028825,-0.023248,0.250000,0.921831,GO STRAIGHT,1,1
2364,39.439,640.00,643.82,0.023852,-0.017885,-0.016738,0.250000,0.921163,GO STRAIGHT,1,1
2370,39.540,640.00,641.96,0.017153,-0.014087,-0.012052,0.250000,0.929145,GO STRAIGHT,1,1
2376,39.640,640.00,641.86,0.017755,-0.014843,-0.008677,0.250000,0.926695,GO STRAIGHT,1,1
2382,39.740,640.00,640.79,0.010240,-0.008997,-0.006248,0.250000,0.930912,GO STRAIGHT,1,1
2388,39.840,640.00,639.84,0.006130,-0.006374,0.000000,0.250000,0.923237,GO STRAIGHT,1,1
2394,39.940,640.00,621.96,-0.061250,0.033062,0.000000,0.250000,0.473101,GO STRAIGHT,0,1
2400,40.040,640.00,627.44,-0.045250,0.025625,0.000000,0.250000,0.934034,GO STRAIGHT,1,1
2406,40.140,640.00,628.11,-0.032237,0.013666,0.000000,0.250000,0.470612,GO STRAIGHT,0,1
2412,40.240,640.00,627.19,-0.041027,0.021008,0.000000,0.250000,0.940770,GO STRAIGHT,1,1
2418,40.340,640.00,631.60,-0.023290,0.010168,0.000000,0.250000,0.934864,GO STRAIGHT,1,1
2424,40.440,640.00,634.83,-0.011403,0.003325,0.000000,0.250000,0.949727,GO STRAIGHT,1,1
2430,40.541,640.00,632.34,-0.022448,0.010478,0.000000,0.250000,0.941115,GO STRAIGHT,1,1
2436,40.641,640.00,633.07,-0.022480,0.011645,0.000000,0.250000,0.950089,GO STRAIGHT,1,1
2442,40.741,640.00,636.03,-0.015076,0.008867,0.000000,0.250000,0.934113,GO STRAIGHT,1,1
2448,40.841,640.00,638.06,0.051697,-0.054730,0.000000,0.250000,0.934418,GO STRAIGHT,1,1
2454,40.941,640.00,638.63,0.096617,-0.098763,-0.010611,0.239737,0.944935,GO STRAIGHT,1,1
2460,41.041,640.00,643.58,0.085132,-0.079539,-0.017723,0.240247,0.955336,GO STRAIGHT,1,1
2466,41.141,640.00,645.23,0.068240,-0.060065,-0.012760,0.250000,0.947457,GO STRAIGHT,1,1
2472,41.241,640.00,646.21,0.057306,-0.047609,-0.009187,0.250000,0.940183,GO STRAIGHT,1,1
2478,41.341,640.00,648.64,0.058638,-0.045134,-0.006615,0.250000,0.953119,GO STRAIGHT,1,1
2484,41.441,640.00,649.90,0.056709,-0.041236,0.000000,0.250000,0.968377,GO STRAIGHT,1,1
2490,41.541,640.00,650.82,0.055659,-0.038758,0.000000,0.250000,0.950261,GO STRAIGHT,1,1
2496,41.642,640.00,652.07,0.060918,-0.042057,0.000000,0.250000,0.976269,GO STRAIGHT,1,1
2502,41.742,640.00,654.37,0.068354,-0.045905,-0.009856,0.240467,0.950133,GO STRAIGHT,1,1
2508,41.842,640.00,654.97,0.074631,-0.051243,-0.017747,0.239698,0.974843,GO STRAIGHT,1,1
2514,41.942,640.00,654.87,0.075737,-0.052500,-0.023537,0.239593,0.965648,GO STRAIGHT,1,1
2520,42.042,640.00,653.93,0.075978,-0.054211,-0.027590,0.239706,1.000000,GO STRAIGHT,1,1
2526,42.142,640.00,652.49,0.078123,-0.058603,-0.030527,0.239686,0.980119,GO STRAIGHT,1,1
2532,42.242,640.00,655.84,0.079401,-0.054650,-0.033298,0.239052,0.538603,GO STRAIGHT,1,0
2538,42.342,640.00,653.31,0.084236,-0.063436,-0.035447,0.238903,0.991642,GO STRAIGHT,1,1
2544,42.442,640.00,649.29,0.106932,-0.092416,-0.038921,0.237040,1.000000,GO STRAIGHT,1,1
2550,42.543,640.00,643.31,0.081215,-0.076047,-0.028023,0.250000,0.983380,GO STRAIGHT,1,1
2556,42.643,640.00,639.67,0.101563,-0.102072,-0.031502,0.239046,0.992112,GO STRAIGHT,1,1
2562,42.743,640.00,637.19,0.078090,-0.082482,-0.022681,0.250000,1.000000,GO STRAIGHT,1,1
2568,42.843,640.00,632.09,0.094265,-0.106625,-0.016331,0.250000,0.999949,GO STRAIGHT,1,1
2574,42.943,640.00,628.64,0.056366,-0.074119,-0.011758,0.250000,1.000000,GO STRAIGHT,1,1
2580,43.043,640.00,624.54,0.030075,-0.054224,-0.008466,0.250000,1.000000,GO STRAIGHT,1,1
2586,43.143,640.00,620.01,0.009491,-0.040724,-0.006095,0.250000,1.000000,GO STRAIGHT,1,1
2592,43.243,640.00,616.41,-0.011774,-0.025085,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
2598,43.343,640.00,611.57,-0.028105,-0.016317,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
2604,43.443,640.00,607.33,-0.026680,-0.024360,0.000000,0.250000,1.000000,GO STRAIGHT,1,1
2610,43.544,640.00,600.72,-0.058192,-0.003183,0.012532,0.237878,1.000000,GO STRAIGHT,1,1
2616,43.644,640.00,600.22,-0.060191,-0.001958,0.021855,0.237588,1.000000,GO STRAIGHT,1,1
2622,43.744,640.00,600.24,-0.056326,-0.005795,0.028132,0.238010,1.000000,GO STRAIGHT,1,1
2628,43.844,640.00,594.93,-0.081263,0.010840,0.036258,0.234521,1.000000,TURN LEFT,1,1
2634,43.944,640.00,589.92,-0.105688,0.027442,0.045611,0.231133,1.000000,TURN LEFT,1,1
2640,44.044,640.00,587.08,-0.118449,0.035765,0.054209,0.229330,1.000000,TURN LEFT,1,1
2646,44.144,640.00,584.64,-0.127336,0.040830,0.061770,0.228005,1.000000,TURN LEFT,1,1
2652,44.244,640.00,583.24,-0.127248,0.038561,0.067417,0.227808,1.000000,TURN LEFT,1,1
2658,44.344,640.00,582.44,-0.137247,0.047305,0.072727,0.226606,1.000000,TURN LEFT,1,1
2664,44.444,640.00,582.68,-0.140141,0.050579,0.076836,0.226328,1.000000,TURN LEFT,1,1
2670,44.544,640.00,585.24,-0.132815,0.047254,0.078582,0.227501,1.000000,TURN LEFT,1,1
2676,44.645,640.00,582.87,-0.133546,0.044276,0.080285,0.227070,1.000000,TURN LEFT,1,1
2682,44.745,640.00,584.31,-0.134655,0.047638,0.081414,0.227164,1.000000,TURN LEFT,1,1
2688,44.845,640.00,587.54,-0.101956,0.019982,0.078071,0.231184,1.000000,TURN LEFT,1,1
2694,44.945,640.00,587.10,-0.096790,0.014141,0.075151,0.231680,1.000000,TURN LEFT,1,1
2700,45.045,640.00,587.73,-0.107815,0.026138,0.074188,0.230578,1.000000,TURN LEFT,1,1
2706,45.145,640.00,585.29,-0.124322,0.038835,0.075717,0.228428,1.000000,TURN LEFT,1,1
2712,45.245,640.00,587.67,-0.111922,0.030148,0.075066,0.230124,1.000000,TURN LEFT,1,1
2718,45.345,640.00,588.32,-0.113799,0.033049,0.074706,0.230017,1.000000,TURN LEFT,1,1
2724,45.445,640.00,589.12,-0.114033,0.034531,0.074351,0.230110,0.999216,TURN LEFT,1,1
2730,45.546,640.00,590.15,-0.108347,0.030457,0.073301,0.230879,0.981783,TURN LEFT,1,1
2736,45.646,640.00,589.63,-0.104429,0.025724,0.072186,0.231226,1.000000,TURN LEFT,1,1
2742,45.746,640.00,587.02,-0.112270,0.029484,0.072661,0.229990,1.000000,TURN LEFT,1,1
2748,45.846,640.00,587.48,-0.109383,0.027327,0.072608,0.230372,1.000000,TURN LEFT,1,1
2754,45.946,640.00,586.26,-0.117489,0.033521,0.073666,0.229313,1.000000,TURN LEFT,1,1
2760,46.046,640.00,586.23,-0.119957,0.035945,0.074708,0.229041,1.000000,TURN LEFT,1,1
2766,46.146,640.00,586.53,-0.121314,0.037775,0.075564,0.228939,1.000000,TURN LEFT,1,1
2772,46.246,640.00,586.69,-0.118418,0.035117,0.075832,0.229275,1.000000,TURN LEFT,1,1
2778,46.346,640.00,587.02,-0.116555,0.033777,0.075765,0.229527,1.000000,TURN LEFT,1,1
2784,46.446,640.00,584.88,-0.121395,0.035273,0.076587,0.228685,1.000000,TURN LEFT,1,1
2790,46.547,640.00,582.86,-0.116660,0.027377,0.076959,0.228899,1.000000,TURN LEFT,1,1
2796,46.647,640.00,583.77,-0.107826,0.019960,0.076098,0.229990,1.000000,TURN LEFT,1,1
2802,46.747,640.00,583.23,-0.105322,0.016622,0.075279,0.230182,1.000000,TURN LEFT,1,1
2808,46.847,640.00,586.15,-0.088259,0.004111,0.072332,0.232462,1.000000,TURN LEFT,1,1
2814,46.947,640.00,587.02,-0.090647,0.007859,0.070345,0.232332,1.000000,TURN LEFT,1,1
2820,47.047,640.00,584.22,-0.109605,0.022448,0.071465,0.229864,1.000000,TURN LEFT,1,1
2826,47.147,640.00,585.07,-0.116946,0.031126,0.072964,0.229196,1.000000,TURN LEFT,1,1
2832,47.247,640.00,583.76,-0.112828,0.024954,0.073782,0.229447,1.000000,TURN LEFT,1,1
2838,47.347,640.00,584.57,-0.121203,0.034598,0.075185,0.228660,1.000000,TURN LEFT,1,1
2844,47.447,640.00,585.17,-0.119852,0.034187,0.075952,0.228896,1.000000,TURN LEFT,1,1
2850,47.547,640.00,578.24,-0.139671,0.043174,0.079785,0.225722,1.000000,TURN LEFT,1,1
2856,47.648,640.00,575.03,-0.137739,0.036222,0.082821,0.225455,1.000000,TURN LEFT,1,1
2862,47.748,640.00,574.12,-0.140682,0.037744,0.085475,0.225002,1.000000,TURN LEFT,1,1
2868,47.848,640.00,572.14,-0.161147,0.055118,0.089982,0.222492,1.000000,TURN LEFT,1,1
2874,47.948,640.00,568.84,-0.168938,0.057744,0.094605,0.221158,1.000000,TURN LEFT,1,1
2880,48.048,640.00,567.74,-0.161133,0.048224,0.097228,0.221841,1.000000,TURN LEFT,1,1
2886,48.148,640.00,567.64,-0.138136,0.025067,0.096556,0.224317,1.000000,TURN LEFT,1,1
2892,48.248,640.00,569.26,-0.135121,0.024584,0.095486,0.224884,1.000000,TURN LEFT,1,1
2898,48.348,640.00,573.40,-0.131526,0.027464,0.093679,0.225887,0.995909,TURN LEFT,1,1
2904,48.448,640.00,572.66,-0.116673,0.011446,0.090828,0.227386,1.000000,TURN LEFT,1,1
2910,48.549,640.00,574.10,-0.111512,0.008540,0.087977,0.228159,1.000000,TURN LEFT,1,1
2916,48.649,640.00,574.43,-0.101289,-0.001157,0.084728,0.229316,1.000000,TURN LEFT,1,1
2922,48.749,640.00,570.60,-0.086913,-0.021523,0.081365,0.230306,1.000000,TURN LEFT,1,1
2928,48.849,640.00,575.61,-0.102010,0.001407,0.079867,0.229413,1.000000,TURN LEFT,1,1
2934,48.949,640.00,579.51,-0.106289,0.011779,0.078671,0.229527,1.000000,TURN LEFT,1,1
2940,49.049,640.00,583.93,-0.108428,0.020815,0.077373,0.229949,1.000000,TURN LEFT,1,1
2946,49.149,640.00,581.88,-0.104198,0.013387,0.076278,0.230104,1.000000,TURN LEFT,1,1
2952,49.249,640.00,582.48,-0.111246,0.021374,0.076187,0.229429,1.000000,TURN LEFT,1,1
2958,49.349,640.00,586.00,-0.116530,0.032158,0.076175,0.229378,1.000000,TURN LEFT,1,1
2964,49.449,640.00,581.49,-0.115299,0.023874,0.076719,0.228843,1.000000,TURN LEFT,1,1
2970,49.550,640.00,579.61,-0.102121,0.007769,0.075922,0.229993,1.000000,TURN LEFT,1,1
2976,49.650,640.00,578.60,-0.083928,-0.012015,0.073466,0.231813,1.000000,TURN LEFT,1,1
2982,49.750,640.00,577.80,-0.078585,-0.018606,0.071222,0.232274,1.000000,TURN LEFT,1,1
2988,49.850,640.00,582.05,-0.076042,-0.014511,0.068670,0.233178,1.000000,TURN LEFT,1,1
2994,49.950,640.00,582.56,-0.077070,-0.012682,0.066870,0.233143,1.000000,TURN LEFT,1,1
3000,50.050,640.00,590.82,-0.082447,0.005609,0.064911,0.233785,1.000000,TURN LEFT,1,1
3006,50.150,640.00,590.93,-0.092238,0.015570,0.064580,0.232740,1.000000,TURN LEFT,1,1
3012,50.250,640.00,585.86,-0.078189,-0.006399,0.063544,0.233511,1.000000,TURN LEFT,1,1
3018,50.350,640.00,589.35,-0.086503,0.007369,0.063195,0.233128,1.000000,TURN LEFT,1,1
3024,50.450,640.00,585.84,-0.094363,0.009738,0.064362,0.231756,1.000000,TURN LEFT,1,1
