frame_index,timestamp_s,camera_center_x_px,path_center_x_px,lateral_error,heading_error,angular_z_rad_s,linear_x_m_s,confidence,instruction,left_boundary_detected,right_boundary_detected,control_source,reference_filename,reference_match_index,reference_latitude,reference_longitude,reference_heading_deg,reference_vpr_score,reference_alignment_error,route_turn_error,reference_confidence
1650,27.527,640.00,575.32,0.043816,-0.144885,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,28.3288,-0.036508,0.000000,0.795754
1656,27.628,640.00,577.92,0.047540,-0.144535,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,28.3288,-0.033593,0.000000,0.795754
1662,27.728,640.00,580.86,0.039599,-0.132002,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,28.3288,-0.035162,0.000000,0.795754
1668,27.828,640.00,586.03,0.002711,-0.087040,0.000000,0.250000,0.998633,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,28.3288,-0.047091,0.000000,0.795754
1674,27.928,640.00,590.49,0.024525,-0.101879,0.000000,0.250000,0.995592,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,28.3288,-0.035924,0.000000,0.795754
1680,28.028,640.00,591.15,-0.022177,-0.054155,0.011715,0.238669,0.988144,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.054247,0.000000,0.853382
1686,28.128,640.00,591.17,-0.001760,-0.074544,0.008434,0.250000,0.983260,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.046071,0.000000,0.853382
1692,28.228,640.00,591.93,0.019928,-0.095041,0.006073,0.250000,0.975780,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.036979,0.000000,0.853382
1698,28.328,640.00,592.60,0.007878,-0.081944,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.041432,0.000000,0.853382
1704,28.428,640.00,592.92,0.021193,-0.094759,0.000000,0.250000,0.983185,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.035931,0.000000,0.853382
1710,28.529,640.00,593.13,-0.019729,-0.053506,0.011229,0.239138,0.985448,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.052184,0.000000,0.853382
1716,28.629,640.00,592.77,0.012033,-0.085824,0.008085,0.250000,0.994679,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.039674,0.000000,0.853382
1722,28.729,640.00,592.57,0.012046,-0.086158,0.005821,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.039781,0.000000,0.853382
1728,28.829,640.00,597.58,-0.048737,-0.017537,0.017577,0.237053,0.550000,GO STRAIGHT,1,0,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.061351,0.000000,0.853382
1734,28.929,640.00,601.11,-0.087076,0.026317,0.029194,0.234003,0.550000,TURN LEFT,1,0,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.074757,0.000000,0.853382
1740,29.029,640.00,598.74,-0.075002,0.010532,0.036728,0.234806,0.550000,TURN LEFT,1,0,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.071226,0.000000,0.853382
1746,29.129,640.00,599.26,-0.084520,0.020862,0.042980,0.234005,0.550000,TURN LEFT,1,0,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.074748,0.000000,0.853382
1752,29.229,640.00,601.43,-0.073213,0.012954,0.046139,0.235304,0.550000,TURN LEFT,1,0,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.069037,0.000000,0.853382
1758,29.329,640.00,596.40,-0.019596,-0.048526,0.044016,0.239558,0.550000,GO STRAIGHT,1,0,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.050342,0.000000,0.853382
1764,29.429,640.00,594.85,0.016220,-0.086771,0.031692,0.250000,0.550000,GO STRAIGHT,1,0,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.036865,0.000000,0.853382
1770,29.530,640.00,591.32,0.032029,-0.108088,0.022818,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.032469,0.000000,0.853382
1776,29.630,640.00,592.59,0.029742,-0.103815,0.016429,0.250000,0.550000,GO STRAIGHT,1,0,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.032689,0.000000,0.853382
1782,29.730,640.00,589.86,-0.005266,-0.073073,0.022118,0.240048,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.048185,0.000000,0.853382
1788,29.830,640.00,589.98,-0.016308,-0.061844,0.027237,0.239058,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.052537,0.000000,0.853382
1794,29.930,640.00,593.13,-0.040074,-0.033161,0.032754,0.237287,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,31.6218,-0.060322,0.000000,0.853382
1800,30.030,640.00,591.04,-0.027776,-0.048718,0.036140,0.237853,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.056544,0.000000,0.878896
1806,30.130,640.00,591.44,-0.020599,-0.055275,0.037836,0.238572,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.053456,0.000000,0.878896
1812,30.230,640.00,590.81,-0.007950,-0.068913,0.037923,0.239669,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.048743,0.000000,0.878896
1818,30.330,640.00,591.32,-0.018046,-0.058010,0.038889,0.238795,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.052498,0.000000,0.878896
1824,30.430,640.00,590.58,-0.015271,-0.061954,0.039416,0.238958,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.051797,0.000000,0.878896
1830,30.530,640.00,591.75,-0.026246,-0.049144,0.040697,0.238086,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.055546,0.000000,0.878896
1836,30.631,640.00,594.82,-0.019931,-0.050657,0.040607,0.239065,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.051339,0.000000,0.878896
1842,30.731,640.00,595.08,-0.023471,-0.046722,0.040850,0.238767,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.052616,0.000000,0.878896
1848,30.831,640.00,593.39,-0.038416,-0.034411,0.042685,0.237162,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.059516,0.000000,0.878896
1854,30.931,640.00,596.54,-0.054447,-0.013461,0.045134,0.236070,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.064207,0.000000,0.878896
1860,31.031,640.00,597.81,-0.066247,0.000320,0.047866,0.235133,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.068233,0.000000,0.878896
1866,31.131,640.00,598.96,-0.055281,-0.008845,0.048627,0.236301,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.063217,0.000000,0.878896
1872,31.231,640.00,599.42,-0.020621,-0.042779,0.045778,0.239586,0.996423,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.049099,0.000000,0.878896
1878,31.331,640.00,599.98,-0.043431,-0.019101,0.045849,0.237534,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.057919,0.000000,0.878896
1884,31.431,640.00,601.05,-0.019088,-0.041774,0.043416,0.239935,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.047597,0.000000,0.878896
1890,31.532,640.00,600.69,-0.007980,-0.053442,0.031260,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.043350,0.000000,0.878896
1896,31.632,640.00,602.87,-0.012153,-0.045857,0.022507,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.043825,0.000000,0.878896
1902,31.732,640.00,604.75,-0.008065,-0.047007,0.016205,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.041162,0.000000,0.878896
1908,31.832,640.00,604.84,-0.000022,-0.054915,0.011668,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.037897,0.000000,0.878896
1914,31.932,640.00,604.94,-0.014816,-0.039964,0.008401,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,33.0797,-0.043760,0.000000,0.878896
1920,32.032,640.00,605.37,-0.003621,-0.050486,0.006049,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,-0.039047,0.000000,0.771452
1926,32.132,640.00,607.96,-0.005456,-0.044606,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,-0.038364,0.000000,0.771452
1932,32.232,640.00,607.41,-0.012791,-0.038130,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,-0.041599,0.000000,0.771452
1938,32.332,640.00,607.32,-0.008183,-0.042872,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,-0.039803,0.000000,0.771452
1944,32.432,640.00,608.10,-0.022631,-0.027209,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,-0.045157,0.000000,0.771452
1950,32.532,640.00,606.15,-0.043465,-0.009426,0.010849,0.239506,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,-0.054558,0.000000,0.771452
1956,32.633,640.00,609.35,-0.034166,-0.013719,0.007811,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,-0.049086,0.000000,0.771452
1962,32.733,640.00,609.30,-0.022318,-0.025659,0.005624,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,-0.044379,0.000000,0.771452
1968,32.833,640.00,606.90,-0.039070,-0.012650,0.014426,0.239963,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,-0.052390,0.000000,0.771452
1974,32.933,640.00,607.98,-0.042007,-0.008017,0.020890,0.239841,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,-0.052971,0.000000,0.771452
1980,33.033,640.00,609.51,0.002438,-0.050078,0.015040,0.250000,0.995322,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,-0.034359,0.000000,0.771452
1986,33.133,640.00,612.66,0.026247,-0.068972,0.010829,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,-0.023115,0.000000,0.771452
1992,33.233,640.00,614.53,0.053899,-0.093692,0.007797,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,-0.011028,0.000000,0.771452
1998,33.333,640.00,617.88,0.045776,-0.080338,0.005614,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,-0.012446,0.000000,0.771452
2004,33.433,640.00,616.91,0.066675,-0.102758,0.000000,0.250000,0.983548,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,-0.004619,0.000000,0.771452
2010,33.534,640.00,618.04,0.067652,-0.101960,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,-0.003607,0.000000,0.771452
2016,33.634,640.00,618.05,0.077371,-0.111669,0.000000,0.250000,0.989866,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,0.000283,0.000000,0.771452
2022,33.734,640.00,615.55,0.080162,-0.118369,0.000000,0.250000,0.977499,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,0.000032,0.000000,0.771452
2028,33.834,640.00,618.08,0.068661,-0.102912,0.000000,0.250000,0.989356,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,-0.003184,0.000000,0.771452
2034,33.934,640.00,616.43,0.017696,-0.054523,0.000000,0.250000,0.970932,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0013.jpg,13,50.10237129,14.39229473,310.69,26.9401,-0.024472,0.000000,0.771452
2040,34.034,640.00,617.12,0.045132,-0.080884,0.000000,0.250000,0.982626,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.043834,0.000000,0.768202
2046,34.134,640.00,617.52,0.009278,-0.044411,0.000000,0.250000,0.968709,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.029708,0.000000,0.768202
2052,34.234,640.00,617.53,-0.018183,-0.016922,0.000000,0.250000,0.980813,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.018734,0.000000,0.768202
2058,34.334,640.00,619.92,-0.023265,-0.008109,0.000000,0.250000,0.984326,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.018007,0.000000,0.768202
2064,34.434,640.00,624.32,-0.013265,-0.011241,0.000000,0.250000,0.971774,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.024411,0.000000,0.768202
2070,34.535,640.00,626.71,-0.011856,-0.008915,0.000000,0.250000,0.977083,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.026281,0.000000,0.768202
2076,34.635,640.00,624.63,-0.013218,-0.010802,0.000000,0.250000,0.989102,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.024600,0.000000,0.768202
2082,34.735,640.00,626.27,-0.014777,-0.006670,0.000000,0.250000,0.976480,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.024876,0.000000,0.768202
2088,34.835,640.00,630.20,-0.004961,-0.010358,0.000000,0.250000,0.970801,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.030947,0.000000,0.768202
2094,34.935,640.00,632.24,0.000725,-0.012855,0.000000,0.250000,0.978688,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.034338,0.000000,0.768202
2100,35.035,640.00,633.76,0.005385,-0.015142,0.000000,0.250000,0.961036,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.037033,0.000000,0.768202
2106,35.135,640.00,635.32,0.013578,-0.020897,0.000000,0.250000,0.985270,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.041163,0.000000,0.768202
2112,35.235,640.00,637.38,0.020701,-0.024800,0.000000,0.250000,0.985922,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.045139,0.000000,0.768202
2118,35.335,640.00,639.18,0.026027,-0.027305,0.000000,0.250000,0.989591,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.048257,0.000000,0.768202
2124,35.435,640.00,640.23,0.029908,-0.029551,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.050382,0.000000,0.768202
2130,35.535,640.00,641.64,0.035531,-0.032975,0.000000,0.250000,0.973243,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.053401,0.000000,0.768202
2136,35.636,640.00,643.15,0.043922,-0.039003,-0.010370,0.239970,0.970471,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.057584,0.000000,0.768202
2142,35.736,640.00,642.47,0.104668,-0.100812,-0.023036,0.234940,0.959762,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.081510,0.000000,0.768202
2148,35.836,640.00,641.17,0.075200,-0.073366,-0.029440,0.237567,0.967498,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.069015,0.000000,0.768202
2154,35.936,640.00,642.84,0.063958,-0.059520,-0.033272,0.238320,0.966939,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,26.7544,0.065430,0.000000,0.768202
2160,36.036,640.00,640.46,0.043481,-0.042763,-0.034329,0.239966,0.978567,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.055937,0.000000,0.798962
2166,36.136,640.00,638.44,0.089633,-0.092077,-0.038974,0.236210,1.000000,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.073291,0.000000,0.798962
2172,36.236,640.00,639.69,0.123395,-0.123886,-0.045493,0.233139,0.954764,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.087480,0.000000,0.798962
2178,36.336,640.00,637.29,0.147493,-0.151732,-0.052050,0.231336,0.969101,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.095807,0.000000,0.798962
2184,36.436,640.00,637.37,0.105120,-0.109235,-0.052989,0.234996,0.959127,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.078902,0.000000,0.798962
2190,36.537,640.00,638.28,0.132750,-0.135439,-0.056249,0.232495,0.961458,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.090452,0.000000,0.798962
2196,36.637,640.00,640.81,0.156886,-0.155618,-0.061067,0.230106,0.953429,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.101491,0.000000,0.798962
2202,36.737,640.00,638.41,0.101190,-0.103672,-0.059256,0.235212,0.974781,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.077901,0.000000,0.798962
2208,36.837,640.00,638.82,0.129578,-0.131427,-0.060544,0.232706,0.987940,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.089477,0.000000,0.798962
2214,36.937,640.00,638.87,0.148502,-0.150272,-0.063171,0.231062,0.985701,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.097075,0.000000,0.798962
2220,37.037,640.00,637.49,0.157276,-0.161201,-0.065679,0.230465,0.981354,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.099830,0.000000,0.798962
2226,37.137,640.00,638.72,0.171922,-0.173922,-0.068946,0.229052,0.994087,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.106362,0.000000,0.798962
2232,37.237,640.00,643.23,0.191789,-0.186742,-0.073629,0.226797,0.983767,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.116775,0.000000,0.798962
2238,37.337,640.00,640.66,0.190690,-0.189656,-0.076588,0.227197,0.996127,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.114931,0.000000,0.798962
2244,37.437,640.00,640.48,0.193492,-0.192735,-0.078948,0.226975,0.974576,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.115955,0.000000,0.798962
2250,37.538,640.00,640.17,0.196481,-0.196214,-0.080876,0.226753,0.997704,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.116979,0.000000,0.798962
2256,37.638,640.00,643.40,0.209157,-0.203849,-0.083793,0.225274,0.988565,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.123814,0.000000,0.798962
2262,37.738,640.00,643.49,0.209777,-0.204326,-0.085961,0.225209,1.000000,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.124113,0.000000,0.798962
2268,37.838,640.00,643.43,0.208763,-0.203407,-0.087423,0.225304,0.983245,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.123673,0.000000,0.798962
2274,37.938,640.00,644.92,0.213395,-0.205705,-0.089074,0.224727,0.985533,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,28.5121,0.126343,0.000000,0.798962
2280,38.038,640.00,645.73,0.217394,-0.208441,-0.088391,0.226536,0.941756,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,23.5785,0.128385,0.000000,0.712624
2286,38.138,640.00,648.15,0.228311,-0.215572,-0.089070,0.225404,0.970536,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,23.5785,0.134077,0.000000,0.712624
2292,38.238,640.00,650.75,0.234200,-0.217397,-0.090336,0.224652,0.972979,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,23.5785,0.137854,0.000000,0.712624
2298,38.338,640.00,650.31,0.236418,-0.220304,-0.091380,0.224524,0.985387,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,23.5785,0.138501,0.000000,0.712624
2304,38.438,640.00,651.69,0.243418,-0.225155,-0.092863,0.223817,0.952449,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,23.5785,0.142053,0.000000,0.712624
2310,38.538,640.00,653.36,0.186346,-0.165465,-0.089424,0.228176,0.949220,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,23.5785,0.120140,0.000000,0.712624
2316,38.639,640.00,654.27,0.144841,-0.122542,-0.083635,0.231380,0.928318,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,23.5785,0.104034,0.000000,0.712624
2322,38.739,640.00,654.99,0.119715,-0.096297,-0.077482,0.233301,0.949303,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,23.5785,0.094376,0.000000,0.712624
2328,38.839,640.00,656.79,0.154623,-0.128396,-0.076125,0.230328,0.939186,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,23.5785,0.109323,0.000000,0.712624
2334,38.939,640.00,655.59,0.121660,-0.097305,-0.072301,0.233081,0.934132,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,23.5785,0.095481,0.000000,0.712624
2340,39.039,640.00,652.78,0.087529,-0.067555,-0.066425,0.236102,0.939514,TURN RIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,23.5785,0.080296,0.000000,0.712624
2346,39.139,640.00,650.97,0.068029,-0.050892,-0.060387,0.237851,0.921858,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,23.5785,0.071503,0.000000,0.712624
2352,39.239,640.00,648.27,0.049546,-0.036627,-0.054215,0.239615,0.925730,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,23.5785,0.062633,0.000000,0.712624
2358,39.339,640.00,646.24,0.038568,-0.028825,-0.039034,0.250000,0.921831,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0017.jpg,17,50.10248953,14.39208034,310.69,23.5785,0.057131,0.000000,0.712624
