frame_index,timestamp_s,camera_center_x_px,path_center_x_px,lateral_error,heading_error,angular_z_rad_s,linear_x_m_s,confidence,instruction,left_boundary_detected,right_boundary_detected,control_source,reference_filename,reference_match_index,reference_latitude,reference_longitude,reference_heading_deg,reference_vpr_score,reference_alignment_error,route_turn_error,reference_confidence
5430,90.591,640.00,622.59,0.067409,-0.094618,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,33.6259,-0.012631,0.000000,0.888453
5436,90.691,640.00,626.40,0.051702,-0.072950,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,33.6259,-0.016827,0.000000,0.888453
5442,90.791,640.00,623.79,0.045098,-0.070424,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,33.6259,-0.020896,0.000000,0.888453
5448,90.891,640.00,623.17,0.040557,-0.066855,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,33.6259,-0.023053,0.000000,0.888453
5454,90.991,640.00,620.55,0.049877,-0.080266,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,33.6259,-0.020756,0.000000,0.888453
5460,91.091,640.00,616.14,0.055716,-0.093002,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,33.6259,-0.020835,0.000000,0.888453
5466,91.191,640.00,612.82,0.057911,-0.100378,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,33.6259,-0.021770,0.000000,0.888453
5472,91.291,640.00,611.91,0.061169,-0.105057,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,33.6259,-0.020964,0.000000,0.888453
5478,91.391,640.00,615.00,0.052848,-0.091916,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,33.6259,-0.022605,0.000000,0.888453
5484,91.491,640.00,615.69,0.055276,-0.093253,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,33.6259,-0.021252,0.000000,0.888453
5490,91.591,640.00,614.32,0.053994,-0.094122,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,33.6259,-0.022518,0.000000,0.888453
5496,91.692,640.00,619.78,0.039946,-0.071546,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,33.6259,-0.025153,0.000000,0.888453
5502,91.792,640.00,617.68,0.047874,-0.082741,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,33.6259,-0.023125,0.000000,0.888453
5508,91.892,640.00,616.80,0.046294,-0.082550,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,33.6259,-0.024243,0.000000,0.888453
5514,91.992,640.00,613.94,0.045582,-0.086302,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,33.6259,-0.026090,0.000000,0.888453
5520,92.092,640.00,613.65,0.035026,-0.076199,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.030471,0.000000,0.720800
5526,92.192,640.00,611.67,0.035186,-0.079451,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.031489,0.000000,0.720800
5532,92.292,640.00,611.03,0.037207,-0.082473,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.031031,0.000000,0.720800
5538,92.392,640.00,609.11,0.029954,-0.078217,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.034981,0.000000,0.720800
5544,92.492,640.00,610.05,0.015476,-0.062276,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.040260,0.000000,0.720800
5550,92.593,640.00,609.98,0.013021,-0.059924,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.041279,0.000000,0.720800
5556,92.693,640.00,609.65,0.017261,-0.064678,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.039762,0.000000,0.720800
5562,92.793,640.00,607.69,0.016989,-0.067481,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.040947,0.000000,0.720800
5568,92.893,640.00,609.54,0.019495,-0.067086,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.038930,0.000000,0.720800
5574,92.993,640.00,601.36,0.025571,-0.085945,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.040973,0.000000,0.720800
5580,93.093,640.00,605.08,0.021881,-0.076439,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.040414,0.000000,0.720800
5586,93.193,640.00,601.53,0.024951,-0.085068,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.041131,0.000000,0.720800
5592,93.293,640.00,602.39,0.026120,-0.084879,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.040188,0.000000,0.720800
5598,93.393,640.00,595.95,0.029860,-0.098693,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.042219,0.000000,0.720800
5604,93.493,640.00,593.00,0.029878,-0.103311,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.043822,0.000000,0.720800
5610,93.594,640.00,585.78,0.031137,-0.115859,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.047269,0.000000,0.720800
5616,93.694,640.00,588.39,0.025476,-0.106109,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.048102,0.000000,0.720800
5622,93.794,640.00,587.96,0.016346,-0.097653,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.051990,0.000000,0.720800
5628,93.894,640.00,597.22,0.000929,-0.067780,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.053097,0.000000,0.720800
5634,93.994,640.00,598.84,0.003888,-0.068200,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,24.0457,-0.051025,0.000000,0.720800
5640,94.094,640.00,600.84,0.000967,-0.062151,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.051099,0.000000,0.700667
5646,94.194,640.00,602.86,-0.003364,-0.054661,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.051726,0.000000,0.700667
5652,94.294,640.00,603.18,-0.003352,-0.054179,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.051547,0.000000,0.700667
5658,94.394,640.00,600.30,-0.001658,-0.060370,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.052444,0.000000,0.700667
5664,94.494,640.00,597.80,0.003281,-0.069215,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.051836,0.000000,0.700667
5670,94.594,640.00,592.56,0.008397,-0.082524,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.052657,0.000000,0.700667
5676,94.695,640.00,595.04,0.003252,-0.073496,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.053355,0.000000,0.700667
5682,94.795,640.00,596.31,-0.005884,-0.062377,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.056316,0.000000,0.700667
5688,94.895,640.00,594.52,-0.008816,-0.062243,0.010193,0.240140,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.058468,0.000000,0.700667
5694,94.995,640.00,594.41,-0.015353,-0.055877,0.018076,0.239615,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.061143,0.000000,0.700667
5700,95.095,640.00,592.78,-0.017045,-0.056743,0.024070,0.239306,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.062715,0.000000,0.700667
5706,95.195,640.00,598.26,-0.004268,-0.060953,0.017331,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.054606,0.000000,0.700667
5712,95.295,640.00,599.54,0.003477,-0.066695,0.012478,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.050806,0.000000,0.700667
5718,95.395,640.00,600.09,0.003069,-0.065425,0.008984,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.050668,0.000000,0.700667
5724,95.495,640.00,601.38,0.011184,-0.071529,0.006469,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.046718,0.000000,0.700667
5730,95.596,640.00,602.90,0.010865,-0.068832,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.046013,0.000000,0.700667
5736,95.696,640.00,601.87,-0.003042,-0.056534,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.052139,0.000000,0.700667
5742,95.796,640.00,605.80,-0.005912,-0.047526,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.051139,0.000000,0.700667
5748,95.896,640.00,610.28,0.007117,-0.053553,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.043476,0.000000,0.700667
5754,95.996,640.00,609.80,0.007490,-0.054674,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0033.jpg,33,50.10296250,14.39122278,310.69,22.8952,-0.043589,0.000000,0.700667
5760,96.096,640.00,609.09,0.007394,-0.055692,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,0.008604,0.000000,0.802989
5766,96.196,640.00,610.18,0.013236,-0.059827,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,0.011537,0.000000,0.802989
5772,96.296,640.00,612.19,0.007081,-0.050540,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,0.010172,0.000000,0.802989
5778,96.396,640.00,616.60,0.002767,-0.039336,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,0.010858,0.000000,0.802989
5784,96.496,640.00,617.13,-0.003188,-0.032554,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,0.008766,0.000000,0.802989
5790,96.597,640.00,612.33,-0.014110,-0.029127,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,0.001773,0.000000,0.802989
5796,96.697,640.00,612.54,-0.026690,-0.016213,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,-0.003142,0.000000,0.802989
5802,96.797,640.00,608.74,-0.035245,-0.013592,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,-0.008641,0.000000,0.802989
5808,96.897,640.00,605.79,-0.032756,-0.020692,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,-0.009259,0.000000,0.802989
5814,96.997,640.00,607.81,-0.038102,-0.012192,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,-0.010294,0.000000,0.802989
5820,97.097,640.00,605.38,-0.030414,-0.023680,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,-0.008549,0.000000,0.802989
5826,97.197,640.00,604.14,-0.025958,-0.030070,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,-0.007443,0.000000,0.802989
5832,97.297,640.00,602.39,-0.021625,-0.037139,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,-0.006668,0.000000,0.802989
5838,97.397,640.00,600.43,-0.010109,-0.051718,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,-0.003133,0.000000,0.802989
5844,97.497,640.00,599.13,-0.011984,-0.051867,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,-0.004592,0.000000,0.802989
5850,97.597,640.00,597.93,0.001032,-0.066765,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,-0.000044,0.000000,0.802989
5856,97.698,640.00,600.18,-0.003406,-0.058814,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,-0.000589,0.000000,0.802989
5862,97.798,640.00,600.18,-0.001338,-0.060882,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,0.000238,0.000000,0.802989
5868,97.898,640.00,601.84,-0.000225,-0.059394,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,0.001593,0.000000,0.802989
5874,97.998,640.00,602.34,0.001804,-0.060641,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,28.7422,0.002678,0.000000,0.802989
5880,98.098,640.00,601.11,0.006493,-0.067255,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,0.003880,0.000000,0.884698
5886,98.198,640.00,607.05,-0.001352,-0.050127,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,0.003992,0.000000,0.884698
5892,98.298,640.00,608.60,0.001982,-0.051050,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,0.006169,0.000000,0.884698
5898,98.398,640.00,610.78,-0.003681,-0.041977,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,0.005097,0.000000,0.884698
5904,98.498,640.00,611.80,0.002988,-0.047048,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,0.008324,0.000000,0.884698
5910,98.599,640.00,614.81,0.006463,-0.045824,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,0.011359,0.000000,0.884698
5916,98.699,640.00,616.95,0.003228,-0.039248,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,0.011234,0.000000,0.884698
5922,98.799,640.00,622.84,0.006231,-0.033044,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,0.015658,0.000000,0.884698
5928,98.899,640.00,623.27,0.012363,-0.038500,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,0.018347,0.000000,0.884698
5934,98.999,640.00,626.31,0.004171,-0.025554,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,0.016734,0.000000,0.884698
5940,99.099,640.00,627.50,-0.001945,-0.017584,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,0.014937,0.000000,0.884698
5946,99.199,640.00,626.76,0.013728,-0.034408,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,0.020803,0.000000,0.884698
5952,99.299,640.00,626.47,0.005935,-0.027073,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,0.017526,0.000000,0.884698
5958,99.399,640.00,628.70,-0.024830,0.007172,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,0.006438,0.000000,0.884698
5964,99.499,640.00,630.86,-0.037437,0.023149,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,0.002575,0.000000,0.884698
5970,99.600,640.00,630.78,-0.047221,0.032811,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,-0.001382,0.000000,0.884698
5976,99.700,640.00,630.16,-0.048680,0.033308,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,-0.002303,0.000000,0.884698
5982,99.800,640.00,617.35,-0.088762,0.053378,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,-0.025340,0.000000,0.884698
5988,99.900,640.00,611.10,-0.116188,0.071028,0.010869,0.239487,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,-0.039731,0.000000,0.884698
5994,100.000,640.00,607.18,-0.108549,0.057271,0.018474,0.239700,0.550000,GO STRAIGHT,1,0,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,33.4113,-0.038817,0.000000,0.884698
6000,100.100,640.00,605.30,-0.119081,0.064863,0.025953,0.237763,0.550000,GO STRAIGHT,1,0,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.044058,0.000000,0.964208
6006,100.200,640.00,599.66,-0.143625,0.080599,0.034672,0.234537,0.550000,TURN LEFT,1,0,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.056960,0.000000,0.964208
6012,100.300,640.00,597.93,-0.146396,0.080654,0.041482,0.234023,0.550000,TURN LEFT,1,0,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.059018,0.000000,0.964208
6018,100.400,640.00,596.86,-0.148228,0.080823,0.046725,0.233694,0.550000,TURN LEFT,1,0,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.060333,0.000000,0.964208
6024,100.500,640.00,606.09,-0.129447,0.076466,0.047253,0.236835,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.047772,0.000000,0.964208
6030,100.600,640.00,612.56,-0.126008,0.083126,0.046364,0.238062,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.042862,0.000000,0.964208
6036,100.701,640.00,616.80,-0.121717,0.085459,0.044681,0.239071,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.038827,0.000000,0.964208
6042,100.801,640.00,621.56,-0.115716,0.086905,0.042175,0.240323,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.033820,0.000000,0.964208
6048,100.901,640.00,622.29,-0.109921,0.082243,0.030366,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.031105,0.000000,0.964208
6054,101.001,640.00,623.32,-0.115307,0.089243,0.021864,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.032695,0.000000,0.964208
6060,101.101,640.00,624.73,-0.118185,0.094323,0.025554,0.240509,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.033076,0.000000,0.964208
6066,101.201,640.00,628.01,-0.114118,0.095381,0.018399,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.029655,0.000000,0.964208
6072,101.301,640.00,629.11,-0.108722,0.091704,0.013247,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.026895,0.000000,0.964208
6078,101.401,640.00,629.82,-0.112032,0.096119,0.009538,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.027833,0.000000,0.964208
6084,101.501,640.00,627.77,-0.103775,0.084666,0.006867,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.025648,0.000000,0.964208
6090,101.602,640.00,627.15,-0.098238,0.078165,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.023771,0.000000,0.964208
6096,101.702,640.00,626.48,-0.098098,0.076974,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.024083,0.000000,0.964208
6102,101.802,640.00,625.70,-0.103475,0.081139,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.026658,0.000000,0.964208
6108,101.902,640.00,628.27,-0.100795,0.082470,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,37.9547,-0.024181,0.000000,0.964208
6114,102.002,640.00,626.15,-0.087206,0.065566,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,38.5535,-0.019906,0.000000,0.974685
6120,102.102,640.00,621.55,-0.075388,0.046555,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,38.5535,-0.017697,0.000000,0.974685
6126,102.202,640.00,616.69,-0.055955,0.019537,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,38.5535,-0.012578,0.000000,0.974685
6132,102.302,640.00,617.27,-0.050675,0.015160,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,38.5535,-0.010150,0.000000,0.974685
6138,102.402,640.00,616.32,-0.047741,0.010737,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0037.jpg,37,50.10308074,14.39100839,310.69,38.5535,-0.009498,0.000000,0.974685
