filename,score,lat,lon,match_index,active_match_index,mixvpr_score,lightweight_score,filter_method,references_before_filtering,references_after_filtering,frame,best_match,confidence,search_start,search_stop,search_candidates,top_candidates
streetview_0025.jpg,24.883295595645905,50.10272601162791,14.391651558139534,25,6,21.039432287216187,20.000000298023224,rosa_v1,44,11,frame_00034.jpg,streetview_0025.jpg,low,6,7,2,"[""streetview_0025.jpg"", ""streetview_0037.jpg"", ""streetview_0017.jpg"", ""streetview_0021.jpg"", ""streetview_0029.jpg""]"
streetview_0029.jpg,24.9265119433403,50.10284425348837,14.391437167441861,29,7,21.07940763235092,94.9999988079071,rosa_v1,44,11,frame_00035.jpg,streetview_0029.jpg,low,6,7,2,"[""streetview_0021.jpg"", ""streetview_0029.jpg"", ""streetview_0017.jpg"", ""streetview_0033.jpg"", ""streetview_0009.jpg""]"
streetview_0033.jpg,29.520949721336365,50.102962495348834,14.391222776744186,33,8,25.912490487098694,44.999998807907104,rosa_v1,44,11,frame_00036.jpg,streetview_0033.jpg,low,7,8,2,"[""streetview_0029.jpg"", ""streetview_0033.jpg"", ""streetview_0017.jpg"", ""streetview_0021.jpg"", ""streetview_0005.jpg""]"
streetview_0033.jpg,26.602965593338013,50.102962495348834,14.391222776744186,33,8,22.84092903137207,32.50000178813934,rosa_v1,44,11,frame_00037.jpg,streetview_0033.jpg,low,8,9,2,"[""streetview_0029.jpg"", ""streetview_0017.jpg"", ""streetview_0005.jpg"", ""streetview_0033.jpg"", ""streetview_0025.jpg""]"
streetview_0033.jpg,24.511699378490448,50.102962495348834,14.391222776744186,33,8,20.63959538936615,42.500001192092896,rosa_v1,44,11,frame_00038.jpg,streetview_0033.jpg,low,8,9,2,"[""streetview_0029.jpg"", ""streetview_0005.jpg"", ""streetview_0017.jpg"", ""streetview_0033.jpg"", ""streetview_0009.jpg""]"
streetview_0033.jpg,24.587784707546234,50.102962495348834,14.391222776744186,33,8,20.719684660434723,52.50000357627869,rosa_v1,44,11,frame_00039.jpg,streetview_0033.jpg,low,8,9,2,"[""streetview_0029.jpg"", ""streetview_0005.jpg"", ""streetview_0017.jpg"", ""streetview_0033.jpg"", ""streetview_0009.jpg""]"
streetview_0033.jpg,26.266971230506897,50.102962495348834,14.391222776744186,33,8,22.487249970436096,59.99999642372131,rosa_v1,44,11,frame_00040.jpg,streetview_0033.jpg,low,8,9,2,"[""streetview_0005.jpg"", ""streetview_0029.jpg"", ""streetview_0033.jpg"", ""streetview_0017.jpg"", ""streetview_0009.jpg""]"
streetview_0033.jpg,23.459933698177338,50.102962495348834,14.391222776744186,33,8,19.532473385334015,67.5000011920929,rosa_v1,44,11,frame_00041.jpg,streetview_0033.jpg,low,8,9,2,"[""streetview_0033.jpg"", ""streetview_0005.jpg"", ""streetview_0009.jpg"", ""streetview_0021.jpg"", ""streetview_0017.jpg""]"
streetview_0033.jpg,31.864923238754272,50.102962495348834,14.391222776744186,33,8,28.379833698272705,57.499998807907104,rosa_v1,44,11,frame_00042.jpg,streetview_0033.jpg,low,8,9,2,"[""streetview_0033.jpg"", ""streetview_0009.jpg"", ""streetview_0021.jpg"", ""streetview_0001.jpg"", ""streetview_0005.jpg""]"
streetview_0033.jpg,29.88761067390442,50.102962495348834,14.391222776744186,33,8,26.29845142364502,65.00000357627869,rosa_v1,44,11,frame_00043.jpg,streetview_0033.jpg,low,8,9,2,"[""streetview_0033.jpg"", ""streetview_0009.jpg"", ""streetview_0001.jpg"", ""streetview_0021.jpg"", ""streetview_0017.jpg""]"
streetview_0033.jpg,34.00840759277344,50.102962495348834,14.391222776744186,33,8,30.636131763458252,77.49999761581421,rosa_v1,44,11,frame_00044.jpg,streetview_0033.jpg,low,8,9,2,"[""streetview_0033.jpg"", ""streetview_0009.jpg"", ""streetview_0021.jpg"", ""streetview_0001.jpg"", ""streetview_0025.jpg""]"
