frame,best_match,score,cnn_score,dino_score,lat,lon,match_index
frame_00017.jpg,streetview_0001.jpg,70.70122599601746,81.76629543304443,61.647987365722656,50.10201656046512,14.392937902325583,1
frame_00018.jpg,streetview_0001.jpg,68.34895581007004,80.2588939666748,58.60446095466614,50.10201656046512,14.392937902325583,1
frame_00019.jpg,streetview_0001.jpg,70.12231469154358,81.92775845527649,60.46331524848938,50.10201656046512,14.392937902325583,1
frame_00020.jpg,streetview_0001.jpg,71.02135360240936,80.25351762771606,63.46776485443115,50.10201656046512,14.392937902325583,1
frame_00021.jpg,streetview_0001.jpg,64.71656739711761,78.66965532302856,53.30040454864502,50.10201656046512,14.392937902325583,1
frame_00022.jpg,streetview_0001.jpg,61.09965294599533,82.3812186717987,43.68746280670166,50.10201656046512,14.392937902325583,1
frame_00023.jpg,streetview_0001.jpg,63.1182661652565,80.04217147827148,49.27143454551697,50.10201656046512,14.392937902325583,1
frame_00024.jpg,streetview_0001.jpg,72.46404528617859,79.21276688575745,66.94236397743225,50.10201656046512,14.392937902325583,1
frame_00025.jpg,streetview_0001.jpg,71.45303875207901,78.13568711280823,65.98541736602783,50.10201656046512,14.392937902325583,1
frame_00026.jpg,streetview_0001.jpg,69.60821270942688,79.82101440429688,61.25228404998779,50.10201656046512,14.392937902325583,1
frame_00027.jpg,streetview_0001.jpg,69.76237714290619,81.35102987289429,60.280752182006836,50.10201656046512,14.392937902325583,1
frame_00028.jpg,streetview_0001.jpg,72.76920109987259,80.28154969215393,66.62273406982422,50.10201656046512,14.392937902325583,1
frame_00029.jpg,streetview_0001.jpg,72.67072021961212,80.85752725601196,65.9724235534668,50.10201656046512,14.392937902325583,1
frame_00030.jpg,streetview_0001.jpg,67.3492494225502,83.6267352104187,54.03130650520325,50.10201656046512,14.392937902325583,1
frame_00031.jpg,streetview_0001.jpg,70.50698339939117,84.37912464141846,59.15704965591431,50.10201656046512,14.392937902325583,1
frame_00032.jpg,streetview_0001.jpg,66.75393104553223,80.83317279815674,55.234551429748535,50.10201656046512,14.392937902325583,1
frame_00033.jpg,streetview_0001.jpg,66.67942017316818,83.32549333572388,53.059905767440796,50.10201656046512,14.392937902325583,1
frame_00034.jpg,streetview_0001.jpg,65.6994691491127,82.78289437294006,51.722121238708496,50.10201656046512,14.392937902325583,1
frame_00035.jpg,streetview_0001.jpg,72.50321000814438,85.29433012008667,62.03774809837341,50.10201656046512,14.392937902325583,1
frame_00036.jpg,streetview_0001.jpg,71.18701905012131,83.05034041404724,61.48066520690918,50.10201656046512,14.392937902325583,1
frame_00037.jpg,streetview_0001.jpg,65.7536780834198,83.8642954826355,50.93590021133423,50.10201656046512,14.392937902325583,1
frame_00038.jpg,streetview_0001.jpg,67.80281007289886,81.5755546092987,56.53420090675354,50.10201656046512,14.392937902325583,1
frame_00039.jpg,streetview_0001.jpg,65.89851915836334,81.63231611251831,53.02541255950928,50.10201656046512,14.392937902325583,1
frame_00040.jpg,streetview_0001.jpg,69.5944020152092,82.26986527442932,59.22356843948364,50.10201656046512,14.392937902325583,1
frame_00041.jpg,streetview_0001.jpg,70.42687684297562,82.88570642471313,60.23328900337219,50.10201656046512,14.392937902325583,1
frame_00042.jpg,streetview_0001.jpg,73.22865128517151,83.60059261322021,64.74251747131348,50.10201656046512,14.392937902325583,1
frame_00043.jpg,streetview_0001.jpg,71.53762578964233,83.79659652709961,61.507558822631836,50.10201656046512,14.392937902325583,1
frame_00044.jpg,streetview_0001.jpg,74.42266941070557,84.71258878707886,66.00364446640015,50.10201656046512,14.392937902325583,1
frame_00045.jpg,streetview_0001.jpg,73.83471518754959,85.94930171966553,63.92278075218201,50.10201656046512,14.392937902325583,1
frame_00046.jpg,streetview_0001.jpg,73.95104140043259,84.63714122772217,65.20786881446838,50.10201656046512,14.392937902325583,1
frame_00047.jpg,streetview_0001.jpg,70.16011238098145,82.38081932067871,60.16135215759277,50.10201656046512,14.392937902325583,1
frame_00048.jpg,streetview_0001.jpg,65.8630520105362,80.682373046875,53.73815298080444,50.10201656046512,14.392937902325583,1
frame_00049.jpg,streetview_0001.jpg,67.67886102199554,83.72489213943481,54.55029010772705,50.10201656046512,14.392937902325583,1
